frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id81,id90,id92,id93,id96,id99,id100,id101,id107,id112,id113,id117,id120,id125,id129,id139,id144,id148,id154,id156,id161,id164,id166,id170,id176,id178,id185,id186,id189,id192,id203,id206,id221,id227,id229,id235,id238,id239,id253,id257,id258,id261,id264,id266,id269,id270,id271,id281,id283,id286,id292,id301,id302,id313,id315,id317,id318
216,,,,,,,,,,,,"(451.80, 33.89)",,,,,,,,,,,,"(465.16, 135.83)",,,,,,,,,,"(310.00, 395.45)",,,,,,,,,,,,,,,,,,,,,,,,,,"(705.76, 111.14)",,,,,,,,,,,,,,,,,,,"(196.65, 243.35)",,,,,,"(144.54, 395.65)",,,,,,,"(589.86, 39.73)",,,,,,,,,,,,,,"(316.65, 63.68)",,,,,,,"(28.05, 214.81)",,,,"(669.22, 78.90)","(673.51, 42.68)",,"(296.78, 310.64)","(10.12, 253.85)","(555.35, 172.12)",,,"(589.11, 31.40)","(603.20, 36.53)",,,,,,,,,,
217,,,,,,,,,,,,"(451.79, 33.91)",,,,,,,,,,,,"(464.92, 133.35)",,,,,,,,,,"(307.70, 395.38)",,,,,,,,,,,,,,,,,,,,,,,,,,"(706.72, 109.52)",,,,,,,,,,,,,,,,,,,"(196.83, 242.05)",,,,,,"(143.85, 395.52)",,,,,,,"(589.81, 39.72)",,,,,,,,,,,,,,"(315.69, 60.54)",,,,,,,"(26.05, 214.38)",,,,"(669.17, 78.92)","(675.83, 40.73)",,"(296.60, 309.45)","(9.75, 253.42)","(554.20, 171.76)",,,"(589.12, 31.45)","(603.17, 36.53)",,,,,,,,,,
218,,,,,,,,,,,,"(451.84, 33.92)",,,,,,,,,,,,"(464.19, 130.61)",,,,,,,,,,"(306.16, 395.57)",,,,,,,,,,,,,,,,,,,,,,,,,,"(707.57, 107.57)",,,,,,,,,,,,,,,,,,,"(197.05, 240.09)",,,,,,"(143.51, 395.62)",,,,,,,"(589.82, 39.68)",,,,,,,,,,,,,,"(314.79, 56.98)",,,,,,,"(24.50, 214.41)",,,,"(669.16, 78.84)","(677.09, 38.52)",,"(296.46, 308.04)",,"(553.59, 171.16)",,,"(589.04, 31.32)","(603.21, 36.22)",,,,,,,,,,
219,,,,,,,,,,,,"(451.77, 33.90)",,,,,,,,,,,,"(463.47, 127.79)",,,,,,,,,,"(304.54, 395.93)",,,,,,,,,,,,,,,,,,,,,,,,,,"(709.14, 106.63)",,,,,,,,,,,,,,,,,,,"(197.02, 238.30)",,,,,,"(143.27, 395.65)",,,,,,,"(589.66, 39.72)",,,,,,,,,,,,,,"(313.43, 53.93)",,,,,,,"(24.35, 214.57)",,,,"(669.11, 79.00)","(674.89, 38.21)",,"(296.46, 306.72)",,"(552.78, 170.58)",,,"(589.14, 31.37)","(603.04, 36.27)",,,,,,,,,,
220,,,,,,,,,,,,"(451.82, 33.88)",,,,,,,,,,,,"(462.95, 125.31)",,,,,,,,,,"(303.11, 396.61)",,,,,,,,,,,,,,,,,,,,,,,,,,"(710.09, 104.22)",,,,,,,,,,,,,,,,,,,"(197.43, 237.03)",,,,,,"(143.31, 395.68)",,,,,,,"(589.84, 39.79)",,,,,,,,,,,,,,"(312.66, 50.43)",,,,,,,"(23.80, 214.83)",,,,"(669.27, 78.89)",,,"(295.94, 304.96)",,"(552.29, 170.15)",,,"(589.11, 31.39)","(603.15, 36.83)",,,,,,,,,,
221,,,,,,,,,,,,"(451.88, 33.90)",,,,,,,,,,,,"(460.80, 122.80)",,,,,,,,,,"(302.17, 396.97)",,,,,,,,,,,,,,,,,,,,,,,,,,"(711.01, 102.48)",,,,,,,,,,,,,,,,,,,"(197.80, 234.73)",,,,,,"(143.13, 395.65)",,,,,,,"(589.83, 39.71)",,,,,,,,,,,,,,"(311.93, 47.42)",,,,,,,"(23.75, 214.80)",,,,"(669.15, 78.79)",,,"(295.71, 302.99)",,"(551.49, 169.52)",,,"(589.27, 31.38)","(603.13, 36.52)",,,,,,,,,,
222,,,,,,,,,,,,"(452.01, 33.90)",,,,,,,,,,,,"(459.41, 120.50)",,,,,,,,,,"(301.96, 397.09)",,,,,,,,,,,,,,,,,,,,,,,,,,"(712.03, 100.43)",,,,,,,,,,,,,,,,,,,"(198.00, 232.60)",,,,,,"(143.11, 395.64)",,,,,,,"(589.76, 39.62)",,,,,,,,,,,,,,"(310.88, 44.72)",,,,,,,"(23.71, 214.76)",,,,"(669.17, 78.76)",,,"(295.20, 301.32)",,"(551.04, 169.45)",,,"(589.24, 31.47)","(603.25, 36.16)",,,,,,,,,,
223,,,,,,,,,,,,"(452.14, 33.84)",,,,,,,,,,,,"(458.18, 118.80)",,,,,,,,,,"(301.69, 397.46)",,,,,,,,,,,,,,,,,,,,,,,,,,"(712.79, 97.82)",,,,,,,,,,,,,,,,,,,"(198.71, 230.59)",,,,,,,,,,,,,"(589.76, 39.61)",,,,,,,,,,,,,,"(310.09, 42.25)",,,,,,,"(23.75, 214.76)",,,,"(669.19, 78.77)",,,"(294.63, 299.58)",,"(551.10, 169.74)",,,"(589.27, 31.42)","(603.02, 36.11)",,,,,,,,,,
224,,,,,,,,,,,,"(452.17, 34.07)",,,,,,,,,,,,"(457.72, 116.42)",,,,,,,,,,"(302.15, 397.36)",,,,,,,,,,,,,,,,,,,,,,,,,,"(713.53, 96.68)",,,,,,,,,,,,,,,,,,,"(198.75, 228.37)",,,,,,,,,,,,,"(589.85, 39.55)",,,,,,,,,,,,,,"(309.28, 40.48)",,,,,,,"(23.75, 214.82)",,,,"(669.14, 78.73)",,,"(294.56, 297.66)",,"(551.12, 169.55)",,,"(589.27, 31.76)","(603.68, 36.51)",,,,,,,,,,
225,,,,,,,,,,,,"(452.12, 34.10)",,,,,,,,,,,,"(458.31, 114.85)",,,,,,,,,,"(302.10, 397.37)",,,,,,,,,,,,,,,,,,,,,,,,,,"(714.46, 94.29)",,,,,,,,,,,,,,,,,,,"(199.30, 226.69)",,,,,,,,,,,,,"(589.70, 39.77)",,,,,,,,,,,,,,"(309.00, 39.89)",,,,,,,"(23.73, 214.86)",,,,"(668.98, 78.67)",,,"(293.44, 295.18)",,"(551.21, 170.16)",,,"(589.27, 31.63)","(603.70, 36.31)","(269.58, 248.25)",,,,,,,,,
226,,,,,,,,,,,,"(452.10, 34.04)",,,,,,,,,,,,"(459.68, 112.12)",,,,,,,,,,"(302.20, 397.49)",,,,,,,,,,,,,,,,,,,,,,,,,,"(715.61, 91.84)",,,,,,,,,,,,,,,,,,,"(200.22, 224.88)",,,,,,,,,,,,,"(589.84, 39.59)",,,,,,,,,,,,,,"(308.72, 39.23)",,,,,,,"(23.63, 214.62)",,,,"(669.39, 79.38)",,,"(292.90, 292.97)",,"(551.10, 170.13)",,,"(589.30, 31.86)","(604.25, 36.45)","(269.58, 248.12)",,,,,,,,,
227,,,,,,,,,,,,"(452.31, 34.13)",,,,,,,,,,,,"(460.47, 109.81)",,,,,,,,,,"(301.19, 397.49)",,,,,,,,,,,,,,,,,,,,,,,,,,"(716.45, 89.84)",,,,,,,,,,,,,,,,,,,"(200.65, 222.87)",,,,,,,,,,,,,"(589.76, 39.72)",,,,,,,,,,,,,,"(308.39, 38.42)",,,,,,,"(23.54, 214.29)",,,,"(670.34, 80.90)",,,"(292.25, 290.74)",,"(550.99, 170.40)",,,"(589.36, 31.69)",,"(269.67, 248.11)",,,,,,,,,
228,,,,,,,,,,,,"(452.74, 34.80)",,,,,,,,,,,,"(461.57, 107.20)",,,,,,,,,,"(299.01, 396.80)",,,,,,,,,,,,,,,,,,,,,,,,,,"(717.36, 87.29)",,,,,,,,,,,,,,,,,,,"(201.09, 220.99)",,,,,,,,,,,,,"(589.77, 39.48)",,,,,,,,,,,,,,"(307.96, 37.53)",,,,,,,"(23.10, 214.38)",,,,"(671.12, 82.17)",,,"(290.86, 288.02)",,"(550.97, 170.43)",,,"(589.47, 31.70)",,"(269.71, 247.98)",,,,,,,,,
229,,,,,,,,,,,,"(452.31, 34.64)",,,,,,,,,,,,"(462.78, 104.47)",,,,,,,,,,"(298.18, 396.04)",,,,,,,,,,,,,,,,,,,,,,,,,,"(718.50, 85.28)",,,,,,,,,,,,,,,,,,,"(201.74, 219.66)",,,,,,,,,,,,,"(589.81, 39.51)",,,,,,,,,,,,,,"(307.83, 37.52)",,,,,,,,,,,"(672.37, 83.94)",,,"(289.64, 286.16)",,"(550.92, 170.59)",,,"(589.43, 31.83)",,"(269.72, 247.80)",,,,,,,,,
230,,,,,,,,,,,,"(452.35, 34.64)",,,,,,,,,,,,"(463.21, 102.11)",,,,,,,,,,"(298.12, 395.38)",,,,,,,,,,,,,,,,,,,,,,,,,,"(719.20, 82.94)",,,,,,,,,,,,,,,,,,,"(201.60, 217.55)",,,,,,,,,,,,,"(589.78, 39.57)",,,,,,,,,,,,,,"(307.87, 37.52)",,,,,,,,,,,"(673.15, 86.33)",,,"(288.34, 283.72)",,"(550.87, 170.77)",,,"(589.46, 31.90)",,"(269.63, 247.31)","(32.17, 187.58)",,,,,,,,
231,,,,,,,,,,,,"(452.28, 34.65)",,,,,,,,,,,,"(464.02, 99.67)",,,,,,,,,,"(297.58, 394.69)",,,,,,,,,,,,,,,,,,,,,,,,,,"(720.14, 81.51)",,,,,,,,,,,,,,,,,,,"(201.22, 215.51)",,,,,,,,,,,,,"(589.88, 39.66)",,,,,,,,,,,,,,"(307.89, 37.52)",,,,,,,,,,,"(674.40, 88.65)",,,"(286.98, 281.33)",,"(550.90, 170.78)",,,"(589.43, 32.03)",,"(269.61, 247.23)","(31.79, 186.94)",,,,,,,,
232,,,,,,,,,,,,"(452.29, 34.64)",,,,,,,,,,,,"(465.12, 97.11)",,,,,,,,,,"(296.35, 394.02)",,,,,,,,,,,,,,,,,,,,,,,,,,"(721.14, 79.73)",,,,,,,,,,,,,,,,,,,"(200.97, 214.08)",,,,,,,,,,,,,"(589.80, 39.63)",,,,,,,,,,,,,,"(307.84, 37.52)",,,,,,,,,,,"(675.32, 91.22)",,,"(285.76, 278.75)",,"(550.77, 170.77)",,,"(589.37, 32.17)",,"(269.59, 247.10)","(31.22, 186.30)",,,,,,,,
233,,,,,,,,,,,,"(452.22, 34.77)",,,,,,,,,,,,"(466.16, 94.52)",,,,,,,,,,"(295.83, 392.58)",,,,,,,,,,,,,,,,,,,,,,,,,,"(722.12, 77.80)",,,,,,,,,,,,,,,,,,,"(200.63, 212.48)",,,,,,,,,,,,,"(589.92, 39.57)",,,,,,,,,,,,,,"(307.87, 37.51)",,,,,,,,,,,"(676.09, 93.44)",,,"(284.69, 276.23)",,"(550.73, 170.86)",,,"(589.37, 32.15)",,"(269.57, 247.00)","(31.15, 185.99)",,,,,,,,
234,,,,,,,,,,,,"(452.30, 34.78)",,,,,,,,,,,,"(466.99, 92.22)",,,,,,,,,,"(295.87, 390.77)",,,,,,,,,,,,,,,,,,,,,,,,,,"(722.99, 76.48)",,,,,,,,,,,,,,,,,,,"(200.54, 211.45)",,,,,,,,,,,,,"(590.46, 39.83)",,,,,,,,,,,,,,"(307.59, 37.36)",,,,,,,,,,,"(676.79, 95.64)",,,"(282.85, 273.61)",,"(550.76, 170.94)",,,"(589.36, 33.25)",,"(269.52, 246.87)","(31.14, 186.01)",,,,,,,,
235,,,,,,,,,,,,"(452.38, 34.78)",,,,,,,,,,,,"(467.78, 89.86)",,,,,,,,,,"(296.05, 388.02)",,,,,,,,,,,,,,,,,,,,,,,,,,"(723.71, 74.31)",,,,,,,,,,,,,,,,,,,"(199.94, 210.34)",,,,,,,,,,,,,,,,,,,,,,,,,,,"(307.16, 36.53)",,,,,,,,,,,"(676.65, 97.53)",,,"(281.80, 271.21)",,"(550.66, 171.12)",,,"(589.65, 33.26)",,"(269.42, 246.38)","(31.16, 186.00)",,,,,,,,
236,,,,,,,,,,,,"(452.31, 34.85)",,,,,,,,,,,,"(468.31, 87.21)",,,,,,,,,,"(295.65, 385.82)",,,,,,,,,,,,,,,,,,,,,,,,,,"(724.91, 72.32)",,,,,,,,,,,,,,,,,,,"(199.49, 209.51)",,,,,,,,,,,,,,,,,,,,,,,,,,,"(306.97, 36.04)",,,,,,,,,,,"(676.06, 100.12)",,,"(280.29, 268.98)",,"(550.54, 171.18)",,,"(589.63, 33.46)",,"(269.44, 245.95)","(31.59, 185.63)","(187.14, 396.63)",,,,,,,
237,,,,,,,,,,,,"(452.34, 34.89)",,,,,,,,,,,,"(468.92, 84.87)",,,,,,,,,,"(295.96, 383.36)",,,,,,,,,,,,,,,,,,,,,,,,,,"(725.77, 70.96)",,,,,,,,,,,,,,,,,,,"(199.56, 207.43)",,,,,,,,,,,,,,,,,,,,,,,,,,,"(306.74, 35.33)",,,,,,,,,,,"(675.63, 101.88)",,,"(279.11, 266.91)",,"(550.49, 171.27)",,,"(589.81, 33.37)",,"(269.31, 245.86)","(31.31, 184.44)","(187.26, 396.56)",,,,,,,
238,,,,,,,,,,,,"(452.36, 34.91)",,,,,,,,,,,,"(469.58, 82.39)",,,,,,,,,,"(296.35, 380.94)",,,,,,,,,,,,,,,,,,,,,,,,,,"(726.23, 69.50)",,,,,,,,,,,,,,,,,,,"(199.33, 206.32)",,,,,,,,,,,,,,,,,,,,,,,,,,,"(306.44, 33.79)",,,,,,,,,,,"(675.68, 103.07)",,,"(278.16, 264.83)",,"(550.46, 171.32)",,,,,"(269.39, 245.76)","(31.57, 182.64)","(187.15, 396.55)",,,,,,,
239,,,,,,,,,,,,"(452.34, 34.96)",,,,,,,,,,,,"(470.03, 80.04)",,,,,,,,,,"(297.43, 378.15)",,,,,,,,,,,,,,,,,,,,,,,,,,"(726.99, 68.56)",,,,,,,,,,,,,,,,,,,"(198.48, 204.11)",,,,,,,,,,,,,,,,,,,,,,,,,,,"(305.28, 33.62)",,,,,,,,,,,"(675.04, 104.52)",,,"(277.31, 262.80)",,"(550.36, 171.38)",,,,,"(269.50, 245.31)","(31.91, 181.11)","(187.02, 396.53)",,,,,,,
240,,,,,,,,,,,,"(452.30, 34.94)",,,,,,,,,,,,"(470.56, 77.65)",,,,,,,,,,"(298.90, 376.18)",,,,,,,,,,,,,,,,,,,,,,,,,,"(728.09, 67.30)",,,,,,,,,,,,,,,,,,,"(198.54, 202.21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(674.68, 105.26)",,,"(276.31, 260.88)",,"(550.10, 171.34)",,,,,"(269.59, 245.43)","(31.78, 179.62)","(187.10, 396.51)",,,,,,,
241,,,,,,,,,,,,"(452.38, 34.95)",,,,,,,,,,,,"(471.22, 75.62)",,,,,,,,,,"(300.12, 374.33)",,,,,,,,,,,,,,,,,,,,,,,,,,"(729.02, 66.96)",,,,,,,,,,,,,,,,,,,"(198.16, 200.43)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(674.73, 106.20)",,,"(275.65, 259.06)",,"(549.96, 171.38)",,,,,"(269.54, 245.40)","(31.56, 178.15)",,,,,,,,
242,,,,,,,,,,,,"(452.38, 35.19)",,,,,,,,,,,,"(471.48, 73.75)",,,,,,,,,,"(301.94, 371.62)",,,,,,,,,,,,,,,,,,,,,,,,,,"(730.02, 67.23)",,,,,,,,,,,,,,,,,,,"(197.15, 198.21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(674.98, 106.70)",,,"(274.35, 256.70)",,"(549.83, 171.61)",,,,,"(269.50, 245.30)","(31.70, 176.19)",,,,,,,,
243,,,,,,,,,,,,"(452.67, 35.46)",,,,,,,,,,,,"(471.48, 72.84)",,,,,,,,,,"(302.97, 370.17)",,,,,,,,,,,,,,,,,,,,,,,,,,"(730.60, 67.13)",,,,,,,,,,,,,,,,,,,"(197.06, 196.11)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(674.94, 106.68)",,,"(273.47, 253.50)",,"(549.84, 171.68)",,,,"(602.23, 36.01)","(269.59, 244.61)","(32.10, 174.79)",,,,,,,,
244,,,,,,,,,,,,"(452.76, 35.43)",,,,,,,,,,,,"(471.56, 71.54)",,,,,,,,,,"(304.05, 368.07)",,,,,,,,,,,,,,,,,,,,,,,,,,"(731.45, 66.43)",,,,,,,,,,,,,,,,,,,"(197.05, 194.71)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(675.01, 106.70)",,,"(273.50, 250.55)",,"(549.64, 171.93)",,,,"(602.27, 36.00)","(269.65, 244.35)","(32.12, 173.60)",,,,,,,,
245,,,,,,,,,,,,"(452.81, 35.40)",,,,,,,,,,,,"(471.30, 70.32)",,,,,,,,,,"(305.75, 365.66)",,,,,,,,,,,,,,,,,,,,,,,,,,"(732.41, 65.47)",,,,,,,,,,,,,,,,,,,"(196.84, 192.31)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(675.09, 106.75)",,,"(273.97, 249.53)",,"(548.50, 172.44)",,,,"(602.00, 36.16)","(269.63, 244.37)","(32.34, 172.93)",,,,,,,,
246,,,,,,,,,,,,"(452.81, 35.08)",,,,,,,,,,,,"(471.15, 68.82)",,,,,,,,,,"(307.35, 363.59)",,,,,,,,,,,,,,,,,,,,,,,,,,"(732.43, 65.69)",,,,,,,,,,,,,,,,,,,"(196.60, 190.08)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(674.76, 105.87)",,,"(271.88, 244.49)",,"(548.16, 172.54)",,,,"(602.17, 36.12)","(269.71, 243.48)","(32.27, 172.45)",,,,,,,,
247,,,,,,,,,,,,"(452.76, 35.03)",,,,,,,,,,,,"(471.06, 66.96)",,,,,,,,,,"(309.36, 361.33)",,,,,,,,,,,,,,,,,,,,,,,,,,"(732.40, 64.30)",,,,,,,,,,,,,,,,,,,"(196.50, 188.61)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(675.93, 105.78)",,,"(273.44, 242.55)",,"(549.60, 171.72)",,,,"(602.08, 36.20)","(269.35, 243.52)","(32.22, 172.50)",,,,,,,,
248,,,,,,,,,,,,"(452.70, 35.04)",,,,,,,,,,,,"(470.95, 63.90)",,,,,,,,,,"(310.94, 358.91)",,,,,,,,,,,,,,,,,,,,,,,,,,"(732.71, 63.33)",,,,,,,,,,,,,,,,,,,"(195.85, 186.19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(677.57, 105.82)",,,,,"(550.04, 171.70)",,,,"(600.53, 36.58)","(269.54, 243.10)",,,,,,,,,
249,,,,,,,,,,,,"(452.73, 35.03)",,,,,,,,,,,,"(470.87, 61.28)",,,,,,,,,,"(312.86, 355.86)",,,,,,,,,,,,,,,,,,,,,,,,,,"(733.01, 61.89)",,,,,,,,,,,,,,,,,,,"(195.74, 184.13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(678.55, 105.35)",,,,,"(549.84, 171.53)",,,,"(600.61, 37.15)","(269.58, 243.36)",,,,,,,,,
250,,,,,,,,,,,,"(452.72, 35.03)",,,,,,,,,,,,"(470.92, 58.39)",,,,,,,,,,"(315.17, 353.46)",,,,,,,,,,,,,,,,,,,,,,,,,,"(733.31, 61.04)",,,,,,,,,,,,,,,,,,,"(195.69, 182.50)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(680.66, 104.52)",,,,,"(549.93, 171.57)",,,,"(601.59, 36.37)","(269.34, 243.62)",,,,,,,,,
251,,,,,,,,,,,,"(452.61, 35.16)",,,,,,,,,,,,"(470.97, 55.84)",,,,,,,,,,"(316.95, 350.84)",,,,,,,,,,,,,,,,,,,,,,,,,,"(733.20, 60.30)",,,,,,,,,,,,,,,,,,,"(195.58, 180.03)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(682.10, 103.52)",,,,,"(549.47, 171.57)",,,,"(601.51, 36.38)","(269.41, 243.63)",,,,,,,,,
252,,,,,,,,,,,,"(452.74, 35.42)",,,,,,,,,,,,"(470.88, 52.87)",,,,,,,,,,"(318.84, 348.31)",,,,,,,,,,,,,,,,,,,,,,,,,,"(733.53, 58.63)",,,,,,,,,,,,,,,,,,,"(195.45, 178.04)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(683.00, 102.54)",,,,,"(549.58, 171.69)",,,,"(600.21, 36.82)","(269.41, 243.75)",,,,,,,,,
253,,,,,,,,,,,,"(452.68, 35.49)",,,,,,,,,,,,"(470.89, 49.80)",,,,,,,,,,"(321.01, 345.79)",,,,,,,,,,,,,,,,,,,,,,,,,,"(733.48, 57.02)",,,,,,,,,,,,,,,,,,,"(195.87, 176.68)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(684.46, 101.09)",,,,,"(549.56, 171.69)",,,,"(601.73, 36.19)","(269.33, 243.72)",,,,,,,,,
254,,,,,,,,,,,,"(452.58, 35.38)",,,,,,,,,,,,"(470.77, 47.04)",,,,,,,,,,"(323.52, 343.67)",,,,,,,,,,,,,,,,,,,,,,,,,,"(733.60, 55.68)",,,,,,,,,,,,,,,,,,,"(196.14, 174.24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(685.51, 99.49)",,,,,"(549.52, 171.68)",,,,"(601.80, 36.16)","(269.37, 243.70)",,,"(188.86, 368.04)",,,,,,
255,,,,,,,,,,,,"(452.55, 35.18)",,,,,,,,,,,,"(470.95, 43.63)",,,,,,,,,,"(324.96, 341.59)",,,,,,,,,,,,,,,,,,,,,,,,,,"(733.55, 53.75)",,,,,,,,,,,,,,,,,,,"(196.01, 172.55)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(686.01, 96.66)",,,,,"(549.44, 171.63)",,,,"(601.77, 36.11)","(269.36, 243.76)",,,,,,,,,
256,,,,,,,,,,,,"(452.54, 35.15)",,,,,,,,,,,,"(471.30, 40.76)",,,,,,,,,,"(327.37, 339.81)",,,,,,,,,,,,,,,,,,,,,,,,,,"(733.26, 52.38)",,,,,,,,,,,,,,,,,,,"(196.27, 171.20)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(686.71, 93.97)",,,,,"(549.47, 171.64)",,,,"(600.89, 36.04)","(269.39, 243.77)",,,,,,,,,
257,,,,,,,,,,,,"(452.52, 35.15)",,,,,,,,,,,,"(471.42, 39.18)",,,,,,,,,,"(329.28, 337.81)",,,,,,,,,,,,,,,,,,,,,,,,,,"(733.20, 51.15)",,,,,,,,,,,,,,,,,,,"(196.62, 168.53)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(687.33, 90.84)",,,,,"(549.46, 171.68)",,,,"(601.82, 36.09)","(269.37, 243.76)",,,,,,,,,
258,,,,,,,,,,,,"(452.75, 35.43)",,,,,,,,,,,,"(472.98, 37.12)",,,,,,,,,,"(331.54, 335.91)",,,,,,,,,,,,,,,,,,,,,,,,,,"(733.36, 49.21)",,,,,,,,,,,,,,,,,,,"(196.71, 166.60)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(688.52, 87.92)",,,"(271.65, 226.36)",,"(549.42, 171.62)",,,,"(601.82, 36.16)","(269.37, 243.78)",,,,,,,,,
259,,,,,,,,,,,,"(452.81, 35.47)",,,,,,,,,,,,,,,,,,,,,,"(333.61, 333.76)",,,,,,,,,,,,,,,,,,,,,,,,,,"(733.11, 47.69)",,,,,,,,,,,,,,,,,,,"(196.10, 164.88)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(688.89, 85.43)",,,"(271.69, 226.11)",,"(549.49, 171.60)",,,,"(601.28, 36.09)","(269.44, 243.80)",,,,,,,,,
260,,,,,,,,,,,,"(452.81, 35.46)",,,,,,,,,,,,,,,,,,,,,,"(334.78, 332.33)",,,,,,,,,,,,,,,,,,,,,,,,,,"(733.25, 46.63)",,,,,,,,,,,,,,,,,,,"(196.25, 162.59)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(688.82, 83.91)",,,"(271.66, 226.17)",,"(549.52, 171.59)",,,,"(601.55, 36.00)","(269.48, 243.80)",,,,,,,,,
261,,,,,,,,,,,,"(452.78, 35.37)",,,,,,,,,,,,,,,,,,,,,,"(336.47, 330.63)",,,,,,,,,,,,,,,,,,,,,,,,,,"(733.20, 44.94)",,,,,,,,,,,,,,,,,,,"(196.52, 160.46)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(688.65, 82.05)",,,"(271.68, 226.19)",,"(549.49, 171.58)",,,,"(602.04, 36.06)","(269.46, 243.79)",,,,"(43.87, 165.93)",,,,,
262,,,,,,,,,,,,"(452.79, 35.40)",,,,,,,,,,,,,,,,,,,,,,"(337.11, 329.13)",,,,,,,,,,,,,,,,,,,,,,,,,,"(732.92, 43.71)",,,,,,,,,,,,,,,,,,,"(196.69, 158.89)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(688.39, 79.41)",,,"(271.74, 226.16)",,"(549.45, 171.60)",,,,"(601.29, 35.92)","(269.47, 243.78)",,,,"(45.13, 164.89)",,,,,
263,,,,,,,,,,,,"(452.41, 35.44)",,,,,,,,,,,,,,,,,,,,,,"(338.10, 328.22)",,,,,,,,,,,,,,,,,,,,,,,,,,"(733.11, 42.05)",,,,,,,,,,,,,,,,,,,"(196.96, 156.37)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(688.01, 76.91)",,,"(271.73, 226.20)",,"(549.44, 171.63)",,,,"(600.55, 36.51)","(269.44, 243.81)",,,,"(45.18, 163.06)",,,,,
264,,,,,,,,,,,,"(452.33, 35.55)",,,,,,,,,,,,,,,,,,,,,,"(338.75, 326.62)",,,,,,,,,,,,,,,,,,,,,,,,,,"(732.94, 40.78)",,,,,,,,,,,,,,,,,,,"(196.97, 154.63)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(687.82, 74.23)",,,"(271.76, 226.15)",,"(549.44, 171.64)",,,,"(601.94, 35.79)","(269.46, 243.82)",,,,"(46.30, 160.63)",,,,,
265,,,,,,,,,,,,"(452.27, 35.50)",,,,,,,,,,,,,,,,,,,,,,"(339.33, 325.63)",,,,,,,,,,,,,,,,,,,,,,,,,,"(732.58, 39.41)",,,,,,,,,,,,,,,,,,,"(197.11, 152.65)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(687.78, 71.77)",,,"(271.74, 226.16)",,"(549.45, 171.61)",,,,"(601.89, 35.91)","(269.43, 243.79)",,,"(164.72, 338.14)","(47.31, 158.53)",,,,,
266,,,,,,,,,,,,"(452.31, 35.70)",,,,,,,,,,,,,,,,,,,,,,"(339.53, 324.91)",,,,,,,,,,,,,,,,,,,,,,,,,,"(732.37, 38.63)",,,,,,,,,,,,,,,,,,,"(197.35, 150.50)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(687.60, 70.25)",,,"(271.75, 226.15)",,"(549.45, 171.57)",,,,"(600.71, 36.27)","(269.41, 243.79)",,,"(162.77, 335.94)","(49.05, 155.78)",,,,,
