frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id27,id29,id30,id31,id32,id33,id34,id35,id36,id37,id39,id41,id42,id44,id45,id47,id49,id50,id51
317,"(249.13, 154.98)",,"(173.60, 20.54)","(41.84, 32.28)",,,"(403.60, 29.42)",,,,,,,"(4.37, 46.84)",,"(353.99, 117.89)","(15.34, 18.19)","(152.86, 31.47)","(24.50, 25.90)","(296.63, 70.34)","(393.33, 411.31)","(21.24, 385.15)",,,,,,"(241.81, 267.32)",,,,,,,"(133.27, 28.55)","(293.34, 31.51)","(352.17, 27.17)",,,,,,,
318,"(249.09, 154.59)",,"(173.13, 19.88)","(41.84, 32.27)",,,"(404.17, 29.74)",,,,,,,"(4.29, 45.97)",,"(354.02, 117.74)","(14.31, 18.16)","(152.81, 31.48)","(24.39, 25.76)","(296.64, 70.36)","(393.32, 411.31)","(21.24, 385.16)",,,,,,"(241.68, 265.86)",,,,,,,"(133.69, 28.13)","(293.35, 31.52)","(351.93, 27.09)",,,,,,,
319,"(249.12, 154.20)",,"(172.95, 19.83)","(41.85, 32.27)",,,"(404.76, 29.81)",,,,,,,"(4.31, 45.53)",,"(354.05, 117.63)","(13.89, 18.11)","(152.77, 31.52)","(24.39, 25.82)","(296.67, 70.32)","(393.32, 411.32)","(21.24, 385.16)",,,,,,"(241.45, 264.17)",,,,"(121.11, 107.54)",,,"(134.24, 27.42)","(293.33, 31.53)","(351.94, 26.50)",,,,,,,
320,"(249.12, 153.79)",,,"(41.90, 32.26)",,,"(404.84, 30.27)",,,,,,,"(4.43, 44.35)",,"(354.06, 117.66)","(14.04, 18.12)","(152.65, 31.54)","(24.38, 25.84)","(296.68, 70.30)","(393.33, 411.34)","(21.24, 385.16)",,,,,,"(241.35, 262.34)",,,,,,,"(135.03, 26.93)","(293.35, 31.54)","(352.07, 27.01)",,,,,,,
321,"(249.10, 153.82)",,,"(41.60, 33.07)",,,"(404.86, 30.68)",,,,,,,"(4.64, 43.06)",,"(354.07, 117.76)","(14.01, 18.29)","(152.68, 31.57)","(24.42, 25.84)","(296.70, 70.31)","(393.31, 411.38)","(21.24, 385.15)",,,,,,"(241.34, 260.64)",,,,,,,"(136.66, 26.29)","(293.34, 31.51)","(352.03, 27.05)",,,,,,,
322,"(249.13, 153.89)",,,"(40.18, 33.97)",,,"(404.85, 30.85)",,,,,,,"(5.23, 41.39)",,"(354.08, 117.77)","(13.63, 19.17)","(152.72, 31.55)","(24.48, 25.80)","(296.72, 70.27)","(393.30, 411.41)","(21.05, 384.64)",,,,,,"(240.99, 258.98)",,,,,,,"(137.08, 26.96)","(293.45, 31.37)","(352.04, 27.07)",,,,,,,
323,"(249.17, 154.21)",,,"(39.21, 34.78)",,,"(404.52, 30.89)",,,,,,,"(4.96, 39.88)",,"(354.07, 117.79)","(13.24, 19.42)","(152.81, 31.54)","(24.55, 25.77)","(296.78, 70.26)","(393.28, 411.65)","(27.82, 374.42)",,,,,,"(240.44, 257.36)",,,,,,,"(138.61, 27.55)","(293.48, 31.27)","(352.04, 27.05)",,,,,,,
324,"(249.17, 154.18)",,,"(37.99, 37.04)",,,"(403.87, 30.48)",,,,,,,"(5.31, 38.50)",,"(354.03, 117.89)","(11.11, 20.26)","(152.96, 31.51)","(24.62, 25.91)","(296.78, 70.25)","(393.25, 411.70)","(24.39, 358.57)",,,,,,"(240.26, 255.76)",,,,,,,"(140.53, 28.60)","(293.46, 31.15)","(352.02, 26.96)",,,,,,,
325,"(249.07, 154.18)",,,"(36.61, 38.25)",,,"(403.07, 30.19)",,,,,,,"(5.73, 37.05)",,"(354.01, 117.91)","(11.07, 20.13)","(152.68, 31.58)","(24.41, 25.89)","(296.78, 70.40)","(393.25, 411.60)","(21.18, 358.63)",,,,,,"(240.09, 254.18)",,,,,,,"(142.37, 28.71)","(293.62, 30.68)","(352.03, 25.69)",,,,,,,
326,"(248.94, 154.18)",,,"(35.36, 39.47)",,,"(401.74, 29.62)",,,,,,,"(5.96, 35.81)",,"(354.03, 117.88)","(10.21, 21.52)","(152.70, 31.56)","(23.87, 25.34)","(296.84, 70.40)","(393.25, 411.77)","(20.97, 363.89)",,,,,,"(239.90, 252.21)",,,,,,,"(143.93, 28.65)","(293.77, 30.22)","(352.15, 25.94)",,,,,,,
327,"(248.88, 154.42)",,,"(34.35, 40.50)",,,"(401.05, 29.46)",,,,,,,"(6.13, 34.67)",,"(354.03, 117.87)","(9.53, 22.77)","(152.79, 31.57)","(24.43, 25.41)","(296.85, 70.39)","(393.27, 411.78)","(21.26, 363.74)",,,,,,"(239.84, 250.45)",,,,,,,"(145.33, 28.72)","(293.80, 30.14)","(352.47, 26.28)",,,,,,,
328,"(248.74, 154.68)",,,"(33.42, 41.57)",,,"(399.93, 28.84)",,,,,,,"(6.91, 33.23)",,"(354.04, 117.87)","(8.98, 23.11)","(152.80, 31.74)","(25.23, 25.13)","(296.81, 70.38)","(393.27, 411.76)","(21.56, 363.02)",,,,,,"(239.45, 248.41)",,,,,,,"(147.08, 28.88)","(293.80, 29.93)","(352.61, 26.11)",,,,,,,
329,"(248.71, 155.09)",,,"(31.63, 43.45)",,,"(398.39, 28.29)",,,,,,,"(7.52, 31.54)",,"(354.06, 117.86)","(8.40, 23.44)","(152.49, 32.31)","(25.89, 24.71)","(296.84, 70.43)","(393.06, 411.55)","(22.08, 362.49)",,,,,,"(239.46, 246.38)",,,,,,,"(150.02, 29.03)","(293.87, 29.76)","(353.33, 26.11)",,,,,,,
330,"(248.65, 155.39)",,,"(29.24, 45.04)",,,"(397.69, 29.18)",,,,,,,"(7.88, 30.90)",,"(354.07, 117.91)","(8.54, 23.38)",,"(26.33, 24.43)","(296.94, 70.46)","(392.82, 411.39)","(22.76, 362.04)",,,,,,"(239.43, 244.95)",,,,,,,"(152.75, 29.29)","(293.89, 29.47)","(353.88, 25.74)",,,,,,,
331,"(248.69, 155.43)",,,"(27.66, 46.59)",,,"(396.30, 29.72)",,,,,,,"(8.28, 30.38)",,"(354.07, 118.05)","(8.38, 23.19)",,"(26.34, 24.36)","(296.92, 70.47)","(392.81, 411.37)","(22.73, 361.80)",,,,,,"(239.29, 243.60)",,,,,,,"(153.96, 28.33)","(293.89, 29.34)","(353.83, 25.72)",,,,,,,
332,"(248.80, 155.49)",,,"(25.72, 47.57)",,,"(395.12, 29.62)",,,,,,,"(8.91, 29.42)",,"(354.05, 118.19)","(8.37, 22.95)",,"(26.51, 23.86)","(296.93, 70.48)","(392.42, 411.10)","(22.60, 360.85)",,,,,,"(239.36, 241.29)",,,,,,,"(155.86, 27.46)","(294.01, 29.11)","(353.74, 25.50)",,,,,,,
333,"(248.98, 155.31)",,,"(24.35, 48.54)",,,"(394.12, 29.54)",,,,,,,"(9.27, 28.58)",,"(354.10, 118.18)","(8.10, 23.00)","(152.42, 31.98)","(27.11, 23.23)","(296.95, 70.49)","(391.64, 410.56)","(22.57, 359.72)",,,,,,"(239.31, 239.46)",,,,,,,"(157.72, 27.12)","(294.09, 28.81)","(354.20, 24.95)",,,,,,,
334,"(249.19, 154.94)",,,"(22.44, 49.55)",,,"(392.18, 29.95)",,,,,,,"(9.77, 27.46)",,"(354.17, 118.30)","(7.75, 23.45)","(152.26, 32.14)","(27.66, 23.13)","(296.92, 70.52)","(390.99, 410.69)","(22.41, 358.42)",,,,,,"(239.02, 238.13)",,,,,,,"(159.84, 27.68)","(294.19, 28.63)","(354.82, 24.35)",,,,,,,
335,"(249.22, 154.80)",,,"(20.20, 49.48)",,,"(389.97, 29.92)",,,,,,,,,"(354.31, 118.25)",,"(152.48, 32.09)","(28.84, 22.01)","(296.90, 70.55)","(390.17, 410.38)","(22.59, 357.66)",,,,,,"(239.04, 235.95)",,,,,,,"(161.45, 28.61)","(294.39, 28.14)","(355.10, 24.16)",,,,,,,
336,"(249.26, 154.56)",,,"(18.21, 49.44)",,,"(388.33, 29.87)",,,,,,,,,"(354.42, 117.97)",,"(152.92, 31.98)","(29.91, 21.46)","(296.94, 70.63)","(389.68, 410.10)","(22.69, 356.34)",,,,,,"(238.82, 234.23)",,,,,,,"(163.83, 29.80)","(294.46, 28.19)","(355.90, 23.04)",,,,,,,
337,"(249.30, 154.58)",,,"(16.31, 49.17)",,,"(387.04, 29.95)",,,,,,,,,"(354.45, 118.11)",,"(153.04, 31.93)","(31.60, 20.48)","(296.96, 70.60)","(389.26, 409.64)","(22.73, 354.48)",,,,,,"(238.78, 232.38)",,,,,,,"(165.16, 29.99)","(294.54, 28.19)","(356.72, 23.05)",,,,,,,
338,"(249.34, 154.60)",,,"(14.70, 48.76)",,,"(385.05, 29.88)",,,,,,,,,"(354.50, 118.09)",,"(153.34, 31.87)","(33.95, 20.01)","(296.94, 70.60)","(388.77, 409.57)","(22.42, 353.22)",,,,,,"(238.65, 230.28)",,,,,,,"(166.87, 30.48)","(294.50, 28.14)","(357.69, 22.84)",,,,,,,
339,"(249.33, 154.58)",,,"(13.19, 48.59)",,,"(384.27, 29.88)",,,,,,,,,"(354.54, 118.11)",,"(154.12, 31.57)","(34.79, 19.92)","(296.95, 70.59)","(387.97, 409.38)","(22.42, 351.70)",,,,,,"(238.58, 227.95)",,,,,,,"(167.70, 30.49)","(294.58, 28.10)","(358.75, 21.35)",,,,,,,
340,"(249.31, 154.66)",,,"(11.88, 48.35)",,,"(382.93, 30.03)",,,,,,,"(13.85, 21.59)",,"(354.65, 118.16)","(9.03, 23.95)","(154.85, 31.51)","(36.03, 19.92)","(296.97, 70.65)","(387.24, 408.86)","(22.43, 349.98)",,,,,,"(238.54, 225.57)",,,,,,,"(169.10, 30.36)","(294.61, 28.09)","(359.08, 19.88)",,,,,,,
341,"(249.32, 154.66)",,,"(10.50, 47.70)",,,"(381.81, 30.59)",,,,,,,"(15.01, 21.59)",,"(354.66, 118.26)","(9.15, 23.97)","(155.08, 30.38)","(37.54, 19.71)","(296.94, 70.67)","(386.58, 408.31)","(22.31, 348.55)",,,,,,"(238.46, 223.68)",,,,,,,"(170.46, 29.36)","(294.50, 28.10)","(359.82, 18.83)",,,,,,,
342,"(249.32, 154.67)",,,"(9.45, 46.78)",,,"(380.66, 30.51)",,,,,,,"(16.79, 21.86)",,"(354.63, 118.27)","(9.85, 23.91)","(156.14, 29.17)","(38.59, 19.73)","(296.90, 70.67)","(385.91, 407.86)","(22.06, 346.38)",,,,,,"(238.48, 221.58)",,,,,,,"(172.07, 28.08)","(294.40, 28.27)","(360.67, 18.38)",,,,,,,
343,"(249.32, 154.67)",,,"(8.42, 45.74)",,,"(379.65, 30.80)",,,,,,,"(17.63, 21.65)",,"(354.63, 118.28)","(10.34, 23.74)","(157.01, 28.50)","(40.43, 19.92)","(296.90, 70.70)","(385.05, 407.30)","(22.00, 344.89)",,,,,,"(238.53, 219.93)",,,,,,,"(173.36, 27.33)","(294.42, 28.27)","(360.65, 18.41)",,,,,,,
344,"(249.32, 154.67)",,,"(7.53, 45.58)",,,"(378.29, 30.93)",,,,,,,"(18.09, 21.93)",,"(354.68, 118.18)","(10.92, 23.54)","(157.40, 27.53)","(41.85, 19.89)","(296.91, 70.75)","(384.31, 406.44)","(22.01, 344.42)",,,,,,"(238.56, 217.83)",,,,,,,"(174.68, 26.75)","(294.39, 28.44)","(360.79, 18.34)",,,,,,,
345,"(249.31, 154.62)",,,"(6.96, 44.94)",,,"(377.00, 30.78)",,,,,,,"(18.84, 21.75)",,"(354.66, 118.37)","(11.38, 23.45)","(158.26, 26.08)","(43.20, 20.21)","(296.86, 70.74)","(383.47, 405.84)","(22.01, 343.67)",,,,,,"(238.69, 215.97)",,,,,,,"(175.83, 26.66)","(294.40, 28.45)","(360.67, 18.48)",,,,,,,
346,"(249.32, 154.62)",,,"(5.96, 44.09)",,,"(375.19, 30.71)",,,,,,,"(19.16, 21.80)",,"(354.67, 118.32)","(11.92, 23.58)","(159.11, 23.79)","(44.69, 20.55)","(296.88, 70.76)","(382.50, 405.56)","(22.00, 342.12)",,,,,,"(238.83, 213.70)",,,,,,,"(177.01, 27.21)","(294.42, 28.32)",,,,,,,,
347,"(249.31, 154.65)",,,"(5.36, 42.93)",,,"(373.66, 31.25)",,,,,,,"(20.17, 21.20)",,"(354.74, 118.15)","(12.11, 23.80)","(160.62, 22.14)","(46.18, 20.96)","(296.87, 70.78)","(381.22, 405.17)","(22.06, 340.45)",,,,,,"(238.75, 211.78)",,,,,,,"(178.13, 27.59)","(294.38, 28.14)",,,,,,,,
348,"(249.28, 154.39)",,,"(5.21, 41.69)",,,"(372.46, 31.77)",,,,,,,"(20.96, 21.08)",,"(354.76, 118.19)","(12.77, 24.08)","(161.55, 22.53)","(46.75, 20.96)","(296.94, 70.73)","(380.21, 404.78)","(22.06, 338.88)",,,,,,"(238.80, 210.12)",,,,,,,"(179.24, 27.98)","(294.36, 28.03)",,,,,,,,
349,"(249.25, 154.27)",,,"(5.00, 40.08)",,,"(370.86, 32.20)",,,,,,,"(21.59, 20.63)",,"(354.69, 118.19)","(13.14, 24.23)","(163.96, 22.82)","(47.35, 20.88)","(296.87, 70.75)","(379.14, 404.53)","(21.54, 336.62)",,,,,,"(238.83, 208.19)",,,,,,,"(180.17, 28.08)","(294.36, 28.02)",,,,,,,,
350,"(249.31, 153.66)",,,"(4.54, 38.51)",,,"(369.60, 32.98)",,,,,,,"(21.18, 20.07)",,"(354.73, 118.17)","(13.81, 24.57)","(165.90, 22.94)","(47.79, 20.91)","(296.86, 70.76)","(378.32, 404.23)","(20.86, 334.75)",,,,,,"(238.81, 206.14)",,,,,,,"(180.87, 28.21)","(294.38, 28.01)","(361.47, 13.83)",,,,,,,
351,"(249.40, 152.66)",,,"(4.73, 37.43)",,,"(368.58, 33.47)",,,,,,,"(21.29, 19.58)",,"(354.72, 118.17)","(14.88, 24.42)","(167.65, 22.60)","(47.78, 20.87)","(296.81, 70.66)","(377.13, 403.54)","(20.75, 333.29)",,,,,,"(239.05, 204.35)",,,,,,,"(181.40, 28.08)","(294.43, 28.50)",,,,,,,,
352,"(249.99, 151.43)",,,"(4.82, 36.17)",,,"(367.89, 33.66)",,,,,,,"(22.52, 17.71)",,"(354.71, 118.33)","(15.02, 24.07)","(169.45, 22.22)","(47.82, 20.93)","(296.84, 70.52)","(375.80, 403.02)","(20.41, 331.77)",,,,,,"(239.14, 202.17)",,,,,,,"(182.38, 28.23)","(294.89, 28.44)",,,,,,,,
353,"(250.24, 150.05)",,,"(5.27, 34.88)",,,"(366.94, 33.87)",,,,,,,"(22.38, 16.95)",,"(354.73, 118.29)","(15.01, 24.51)","(170.74, 21.83)","(47.86, 20.90)","(296.85, 70.44)","(374.47, 402.73)","(20.34, 329.79)",,,,,,"(239.18, 199.94)",,,,,,,"(182.62, 28.33)","(295.04, 28.23)",,,,,,,,
354,"(250.56, 148.59)",,,"(5.76, 34.15)",,,"(365.92, 34.12)",,,,,,,"(22.81, 16.95)",,"(354.74, 118.22)","(15.89, 25.06)","(171.65, 22.13)","(47.91, 20.91)","(296.86, 70.40)","(373.07, 402.31)","(20.47, 328.31)",,,,,,"(239.16, 199.00)",,,,,,,"(182.82, 28.38)","(295.23, 28.03)",,,,,,,,
355,"(250.72, 147.05)",,,"(6.23, 33.58)",,,"(364.63, 34.45)",,,,,,,"(23.70, 15.55)",,"(354.74, 118.27)","(16.17, 25.48)","(173.27, 22.71)","(47.85, 20.93)","(296.65, 70.27)","(371.52, 401.73)","(20.79, 326.32)",,,,,,"(239.34, 197.71)",,,,,,,"(182.91, 28.16)","(295.42, 27.49)",,,,,,,,
356,"(250.98, 145.60)",,,"(6.66, 33.29)",,,"(363.08, 35.25)",,,,,,,"(24.45, 14.00)",,"(354.78, 118.28)","(16.06, 26.11)","(174.41, 22.97)","(47.80, 20.95)","(296.51, 70.31)","(370.23, 401.64)","(21.28, 324.41)",,,,,,"(239.46, 196.21)",,,,,,,"(183.18, 26.76)","(295.30, 27.99)",,,,,,,,
357,"(251.42, 144.53)",,,"(6.68, 33.32)",,,"(362.03, 36.09)",,,,,,,"(24.66, 13.17)",,"(354.78, 118.19)","(16.32, 26.65)","(174.91, 22.95)","(48.14, 20.40)","(296.49, 70.30)","(369.14, 401.20)","(21.84, 322.88)",,,,,,"(239.57, 194.61)",,,,,,,"(182.53, 25.68)","(295.56, 28.37)",,,,,,,,
358,"(251.53, 144.02)",,,"(6.70, 33.45)",,,"(360.64, 36.60)",,,,,,,"(25.06, 12.26)",,"(354.78, 118.49)","(16.25, 27.00)","(175.40, 22.99)","(48.52, 19.34)","(296.48, 70.34)","(368.06, 400.96)","(22.12, 321.99)",,"(9.83, 19.64)",,,,"(239.66, 193.00)",,,,,,,"(181.73, 23.93)","(295.55, 28.40)",,,,,,,,
359,"(251.78, 143.31)",,,"(6.73, 33.48)",,,"(360.17, 36.96)",,,,,,,"(25.64, 11.34)",,"(354.79, 118.52)","(16.27, 27.37)","(175.34, 23.58)","(48.92, 18.58)","(296.48, 70.34)","(367.35, 400.78)","(22.28, 321.07)",,"(9.85, 19.98)",,,,"(239.80, 191.15)",,,,,,,"(181.37, 23.37)","(295.53, 28.39)",,,,,,,,
360,"(251.94, 142.83)",,,"(6.72, 33.41)",,,"(359.51, 37.27)",,,,,,,"(26.89, 9.80)",,"(354.95, 118.34)","(16.61, 28.01)","(175.33, 23.29)","(49.42, 18.09)","(296.52, 70.31)","(366.68, 400.60)","(22.24, 319.76)",,"(9.77, 20.24)",,,,"(240.10, 188.96)",,,,,,,"(181.32, 23.05)","(295.58, 28.36)",,,,,,,,
361,"(252.01, 142.58)",,,"(6.69, 33.42)",,,"(358.87, 37.45)",,,,,,,"(26.95, 9.69)",,"(354.83, 118.66)","(16.98, 28.47)","(175.36, 23.23)","(49.66, 17.73)","(296.51, 70.31)","(365.87, 400.69)","(22.01, 318.81)",,"(9.07, 20.87)",,,,"(240.09, 186.60)",,,,,,,"(181.35, 22.97)","(295.55, 28.43)",,,,,,,,
362,"(252.15, 142.24)",,,"(6.68, 33.40)",,,"(358.25, 37.75)",,,,,,,"(26.91, 9.67)",,"(354.72, 119.06)","(17.37, 29.15)","(175.34, 23.26)",,"(296.52, 70.32)","(365.42, 400.77)","(21.29, 317.35)",,"(8.15, 21.83)",,,,"(240.22, 184.69)",,,,,,,"(181.30, 22.97)","(295.61, 28.66)",,,,,,,,
363,"(252.11, 142.17)",,,"(7.10, 33.41)",,,"(357.29, 37.72)",,,,,,,"(26.92, 9.55)",,"(354.38, 119.31)","(17.54, 29.52)","(175.06, 23.21)",,"(296.53, 70.33)","(365.11, 400.73)","(20.72, 315.56)",,"(7.31, 22.45)",,,,"(240.14, 182.55)",,,,,,,"(181.64, 23.03)","(295.61, 28.75)",,,,,,,,
364,"(252.11, 142.18)",,,"(8.05, 33.79)",,"(136.37, 12.88)","(356.48, 37.67)",,,,,,,"(26.99, 9.48)",,"(354.39, 119.26)","(17.55, 29.65)","(175.22, 23.23)",,"(296.57, 70.46)","(364.58, 400.75)","(19.89, 313.40)",,"(7.30, 22.50)",,,,"(240.37, 180.64)",,,,,,,"(181.91, 24.29)","(295.65, 28.92)",,,,,,,,
365,"(252.10, 142.24)",,,"(9.30, 34.35)",,"(137.31, 13.26)","(355.98, 37.19)",,,,,,,"(27.02, 9.40)",,"(354.33, 119.29)","(17.62, 29.86)","(175.27, 23.20)",,"(296.56, 70.47)","(364.52, 400.49)","(19.81, 311.79)",,"(7.43, 22.62)",,,,"(240.29, 178.76)",,,,,,,"(181.90, 25.39)","(295.68, 29.05)",,,,,,,,
366,"(252.10, 142.20)",,,"(10.35, 34.36)",,"(137.67, 13.30)","(355.26, 36.46)",,,,,,,"(26.91, 9.41)",,"(354.32, 119.29)","(17.88, 30.33)","(175.25, 23.12)",,"(296.54, 70.55)","(364.54, 400.49)","(19.05, 309.67)",,"(7.65, 22.64)",,,,"(240.31, 176.46)",,,,,,,"(181.55, 26.28)","(295.59, 29.19)",,,,,,,,
367,"(251.97, 142.36)",,,"(11.98, 34.26)",,"(137.49, 13.24)","(354.56, 35.63)",,,,,,,"(26.92, 9.38)",,"(354.41, 119.37)","(18.19, 31.61)","(175.11, 22.96)",,"(296.51, 70.54)","(364.53, 400.47)","(18.63, 307.91)",,"(7.67, 22.70)",,,,"(240.47, 174.37)",,,,,,,"(181.05, 27.07)","(295.60, 29.17)",,,,,,,,
368,"(251.93, 142.54)",,,"(13.43, 34.40)",,"(137.49, 13.27)","(353.81, 34.64)",,,,,,,"(26.94, 9.43)",,"(354.45, 119.40)","(18.69, 32.88)","(175.05, 22.91)",,"(296.48, 70.54)","(364.43, 400.14)","(18.26, 305.84)",,"(7.90, 23.02)",,,,"(240.46, 172.42)",,,,,,,"(180.85, 28.28)","(295.63, 29.14)",,,,,,,,
369,"(251.69, 142.72)",,,"(14.54, 34.58)",,"(137.43, 13.20)","(353.56, 33.67)",,,,,,,"(28.66, 7.99)",,"(354.46, 119.27)","(19.37, 33.89)","(175.06, 22.93)",,"(296.41, 70.53)","(364.37, 400.10)","(17.86, 303.24)",,"(8.02, 23.12)",,,,"(240.56, 170.17)",,,,,,,"(180.37, 28.51)","(295.89, 29.03)",,,,,,,,
370,"(251.96, 142.98)",,,"(16.01, 34.37)",,"(137.39, 13.22)","(352.86, 31.73)",,,,,,,"(29.33, 7.47)",,"(354.49, 119.21)",,"(175.05, 23.04)",,"(296.40, 70.60)","(364.36, 400.11)","(17.57, 300.71)",,"(7.95, 23.33)",,,,"(240.79, 168.04)",,,,,,,"(180.02, 28.84)","(296.09, 28.98)",,,,,,,,
371,"(252.25, 143.05)",,,"(18.23, 34.45)",,"(138.27, 13.68)","(352.62, 30.61)",,,,,,,"(31.47, 6.83)",,"(354.47, 119.23)",,"(175.16, 23.23)",,"(296.37, 70.68)","(364.39, 400.18)","(16.93, 298.06)",,"(8.05, 23.65)",,,,"(240.81, 165.80)",,,,,,,"(179.57, 29.56)","(296.28, 28.76)",,,,,,,,
372,"(252.49, 143.05)",,,"(19.01, 34.77)",,"(139.40, 14.24)","(352.09, 28.89)",,,,,,,,,"(354.43, 119.16)",,"(175.40, 23.24)",,"(296.29, 70.70)","(364.46, 400.28)","(16.57, 295.69)",,"(7.76, 23.80)",,,,"(240.82, 163.68)",,,,,,,"(178.64, 30.12)","(296.38, 28.43)",,,,,,,,
373,"(252.93, 143.10)",,,"(20.41, 34.77)",,"(140.45, 15.85)","(351.85, 27.56)",,,,,,,,,"(354.43, 119.19)",,"(175.24, 23.15)",,"(296.26, 70.74)","(364.50, 400.40)","(16.47, 293.74)",,"(6.92, 24.91)",,,,"(240.87, 162.37)",,,,,,,"(178.01, 30.56)","(296.47, 28.32)",,,,,,,,
374,"(253.39, 143.00)",,,"(21.12, 35.10)",,"(141.75, 17.42)","(352.04, 26.15)",,,,,,,,,"(354.44, 119.31)",,"(175.34, 23.21)",,"(296.24, 70.74)","(364.59, 400.53)","(16.43, 291.22)",,"(6.96, 24.95)",,,,"(240.88, 160.62)",,,,,,,"(176.67, 30.64)","(296.56, 28.09)",,,,,,,,
375,"(253.97, 142.95)",,,"(21.61, 35.24)",,"(140.92, 18.25)","(351.89, 26.15)",,,,,,,,,"(354.47, 119.22)",,"(175.22, 23.13)",,"(296.23, 70.75)","(364.65, 400.65)","(16.76, 289.24)",,"(6.31, 24.75)",,,,"(240.87, 159.36)",,,,,,,"(174.81, 30.41)","(296.75, 27.77)",,,,,,,,
376,"(254.41, 142.80)",,,"(21.93, 35.30)",,"(140.97, 19.30)","(351.69, 26.20)",,,,,,,,,"(354.38, 119.20)",,"(175.14, 23.13)",,"(296.24, 70.86)","(364.73, 400.71)","(17.02, 286.34)",,"(6.10, 26.13)",,,,"(240.81, 158.71)",,,,,,,"(173.84, 30.33)","(297.10, 27.46)",,,,,,,,
377,"(255.38, 142.39)",,,"(26.54, 36.81)",,"(141.16, 19.36)","(351.75, 25.58)",,,,,,,,,"(354.43, 119.03)",,"(175.16, 23.16)",,"(296.26, 70.90)","(364.79, 400.82)","(17.33, 284.21)",,"(6.08, 26.37)",,,,"(240.72, 157.60)",,,,,,,"(173.43, 30.05)","(297.38, 27.30)",,,,,,,,
378,"(255.85, 142.46)",,,"(27.53, 36.92)",,"(141.43, 19.49)","(351.66, 26.20)",,,,,,,,,"(354.47, 118.90)",,"(175.46, 23.24)",,"(296.33, 71.00)","(364.84, 400.91)","(17.55, 282.19)",,"(6.40, 27.07)",,,,"(240.73, 156.59)",,,,,,,"(173.20, 29.87)","(297.70, 27.18)",,,,,,,,
379,"(256.21, 142.13)",,,"(28.67, 37.55)",,"(141.34, 19.44)","(351.72, 25.98)",,,,,,,,,"(354.60, 118.43)","(19.48, 34.22)","(175.63, 22.92)",,"(296.29, 71.09)","(364.89, 400.91)","(17.62, 280.40)",,"(6.51, 27.31)",,,,"(240.65, 155.58)",,,,,,,"(172.29, 28.87)","(297.89, 27.08)",,,,,,,,
380,"(256.67, 141.78)",,,"(29.85, 38.26)",,"(141.40, 19.43)","(352.13, 26.23)",,,,,,,,,"(354.77, 118.19)","(19.46, 34.30)","(175.83, 22.72)",,"(296.31, 71.89)","(364.88, 400.97)","(17.67, 278.70)",,"(6.59, 27.60)",,,,"(240.69, 154.60)",,,,,,,"(171.34, 27.74)","(298.23, 26.51)",,,,,,,,
381,"(257.39, 141.40)",,,"(30.85, 38.93)",,"(141.41, 19.42)","(352.35, 26.19)",,"(155.96, 21.04)",,,,,,,"(354.82, 118.03)","(19.53, 34.27)","(175.64, 22.92)",,"(296.68, 72.11)","(364.91, 401.04)","(17.80, 276.75)",,"(6.68, 27.70)",,,,"(240.66, 153.91)",,,,,,,"(169.73, 26.38)","(298.47, 26.09)",,,,,,,,
382,"(258.10, 141.10)",,,"(32.07, 39.49)",,"(141.55, 19.33)","(352.80, 25.92)",,"(155.60, 22.08)",,,,,,,"(354.92, 117.85)","(19.56, 34.23)","(175.43, 23.07)",,"(296.77, 72.17)","(364.93, 401.10)","(17.58, 275.12)",,"(6.88, 27.81)",,,,"(240.64, 153.25)",,,,,,,"(167.15, 23.60)","(298.69, 25.67)",,,,,,,,
383,"(259.13, 140.19)",,,"(33.93, 40.78)",,"(142.89, 18.99)","(353.41, 25.53)",,"(155.42, 23.04)",,,,,,,"(355.14, 117.39)","(20.59, 34.29)","(175.52, 23.24)",,"(296.81, 72.13)","(365.00, 401.08)","(16.91, 273.46)",,"(7.11, 28.31)",,,,"(240.63, 152.49)",,,,,,,"(166.00, 21.79)","(298.77, 25.17)",,,,,,,,
384,"(260.19, 139.21)",,,"(35.54, 42.12)",,"(143.85, 18.75)","(353.87, 25.21)",,"(155.25, 24.37)",,,,,,,"(355.36, 116.95)","(21.76, 34.83)","(175.44, 23.15)",,"(296.88, 72.00)","(365.04, 401.22)","(16.02, 271.06)",,"(7.63, 29.08)",,,,"(240.50, 151.90)",,,,,,,"(165.38, 22.18)","(298.82, 25.48)",,,,,,,,
385,"(261.27, 138.12)",,,"(36.98, 43.53)",,"(144.24, 18.63)","(354.15, 24.71)",,"(155.32, 24.48)",,,,,,,"(355.63, 116.19)","(23.23, 35.56)","(175.81, 23.50)",,"(296.98, 71.91)","(365.03, 401.20)","(15.53, 268.85)",,"(8.05, 29.59)",,,,"(240.37, 151.33)",,,,,,,"(164.96, 22.21)","(299.00, 25.37)",,,,,,,,
