frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96
167,,"(308.29, 444.49)",,,"(51.42, 444.67)",,"(284.81, 444.39)","(666.94, 424.23)","(185.52, 445.73)",,,"(381.83, 352.48)","(75.25, 424.58)",,,,,"(158.62, 392.01)","(689.80, 348.59)","(270.55, 449.16)","(151.07, 377.85)","(529.64, 379.08)","(408.17, 445.22)","(293.16, 425.77)","(138.12, 421.01)",,"(634.45, 368.46)",,,"(268.69, 386.78)",,,,,"(40.94, 427.22)",,"(546.37, 423.27)",,,"(170.66, 390.62)",,,,,,,,,,"(163.87, 411.97)",,,,,"(286.49, 220.10)","(72.07, 338.39)",,,,,,,"(538.98, 275.33)",,,"(538.53, 444.77)",,,,"(626.99, 448.19)","(552.29, 448.73)",,,,"(406.04, 429.17)",,,"(262.16, 444.65)","(40.42, 446.26)",,,"(531.28, 430.39)","(401.41, 394.61)",,,,"(653.33, 447.65)","(420.07, 419.34)",,,,,,,,
168,,"(309.47, 444.39)",,,"(50.09, 443.65)",,"(288.57, 444.16)","(667.53, 421.25)","(186.30, 445.15)",,,"(381.26, 351.01)","(75.01, 420.89)",,,,,"(157.46, 389.78)","(688.95, 346.93)","(270.32, 449.00)","(151.14, 377.20)","(530.20, 388.11)","(404.39, 446.14)","(293.41, 426.15)","(138.20, 420.65)",,"(637.09, 366.95)",,,"(269.24, 383.77)",,,,,"(40.27, 424.52)",,"(546.71, 423.18)",,,"(170.14, 388.91)",,,,,,,,,,"(173.02, 419.76)",,,,,,"(71.20, 337.44)",,,,,,,"(538.11, 273.62)",,,"(537.01, 444.72)",,,,"(626.53, 448.18)","(552.22, 448.71)",,,,"(406.06, 426.83)",,,"(262.01, 444.50)","(39.13, 445.58)",,,"(529.71, 428.23)","(400.65, 391.95)",,,,"(652.81, 447.58)","(419.81, 415.89)",,"(16.10, 444.74)",,,,,,
169,,"(310.72, 444.50)",,,"(52.33, 443.69)",,"(291.85, 445.16)","(669.12, 417.47)","(186.16, 446.16)",,,"(381.57, 348.38)","(75.73, 416.69)",,,,,"(158.20, 386.88)","(689.00, 345.66)",,"(152.01, 376.93)",,"(402.21, 446.33)","(294.68, 426.74)","(138.81, 420.64)",,"(639.91, 365.37)",,,"(270.55, 380.50)",,,,,"(39.99, 422.26)",,"(548.00, 422.63)",,,"(169.94, 386.34)",,,,,,,,,,"(173.48, 422.67)",,,,,"(287.02, 220.38)","(71.04, 335.77)",,,,,,,"(538.37, 272.42)",,,"(536.41, 444.66)",,,,"(626.95, 448.16)","(552.32, 448.66)",,,,"(407.40, 424.54)",,,"(168.52, 429.03)","(38.67, 445.04)",,,"(529.55, 425.91)","(400.32, 388.61)",,,,"(652.25, 447.45)","(421.02, 412.30)","(450.09, 451.72)","(17.91, 444.56)",,,,,,
170,,"(310.75, 444.49)",,,"(52.80, 444.12)",,"(293.39, 445.09)","(670.54, 413.57)","(184.81, 445.94)",,,"(381.35, 346.07)","(75.58, 413.44)",,,,,"(155.90, 384.26)","(688.48, 344.02)","(262.59, 443.39)","(152.24, 376.85)","(530.42, 445.94)","(401.28, 446.39)","(295.36, 427.86)","(138.66, 420.77)",,"(642.00, 364.91)",,,"(271.26, 377.64)",,,,,"(39.57, 419.86)",,"(548.34, 422.19)",,,"(169.86, 383.64)",,,,,,,,,,"(172.39, 421.91)",,,,,,"(70.76, 334.25)",,,,,,,"(538.10, 271.58)",,,"(536.91, 444.66)",,,,"(625.97, 448.68)","(552.28, 448.56)",,,,"(406.55, 422.19)",,,"(168.10, 431.16)","(38.94, 443.92)",,,"(528.44, 424.01)","(399.65, 385.14)",,,,"(650.85, 446.83)","(421.31, 409.37)",,"(18.66, 444.40)",,,,,,
171,,"(310.69, 444.45)",,,"(52.86, 444.37)",,"(295.19, 444.80)","(670.82, 410.44)","(183.78, 446.20)",,,"(380.64, 344.25)","(75.24, 410.43)",,,,,"(65.12, 375.65)","(687.55, 341.73)","(262.16, 444.34)","(152.67, 376.57)","(531.12, 446.17)","(401.04, 446.20)","(295.83, 428.57)","(138.63, 420.62)",,"(643.70, 364.09)",,,"(271.77, 373.88)",,,,,"(39.02, 416.20)",,"(549.53, 421.21)",,,"(168.65, 381.31)",,,,,,,,,,"(170.81, 418.90)",,,,,"(272.57, 445.64)","(69.82, 332.79)",,,,,,,"(537.88, 269.93)",,,"(537.00, 444.06)",,,,"(625.50, 448.74)","(552.09, 448.69)",,,,"(406.12, 420.04)",,,"(168.32, 430.38)","(38.53, 442.42)",,,"(527.52, 421.97)","(397.84, 381.59)",,,,"(650.77, 446.67)","(420.95, 406.53)","(392.92, 446.66)","(18.98, 444.11)",,,,,,
172,,"(311.38, 444.49)",,,"(53.17, 444.51)",,"(298.66, 444.91)","(672.47, 406.95)","(183.84, 446.28)",,,"(380.67, 342.38)","(75.25, 407.02)",,,,,,"(688.01, 339.48)","(262.62, 444.50)","(154.31, 375.50)","(531.24, 446.71)","(401.10, 446.41)","(297.04, 429.27)","(139.42, 420.15)",,"(646.29, 363.44)",,,"(272.67, 370.47)",,,,,"(39.01, 412.57)",,"(551.49, 420.44)",,,"(169.08, 378.18)",,,,,,,,,,"(169.18, 416.71)",,,,,"(274.86, 445.93)","(68.99, 329.75)",,,,,,,"(538.34, 268.15)",,,"(536.97, 443.32)",,,,"(625.07, 447.81)","(552.41, 448.80)",,,,"(406.38, 417.67)",,,"(168.10, 427.30)","(36.58, 442.83)",,,"(526.26, 419.21)","(397.90, 378.25)",,,"(626.29, 430.25)","(647.84, 433.09)","(421.56, 404.00)","(450.09, 451.87)","(20.13, 444.25)",,,,,,
173,,"(311.21, 444.32)",,,"(52.99, 444.48)",,"(302.13, 444.46)","(672.63, 403.26)","(183.66, 446.18)",,,"(380.37, 340.34)","(74.55, 403.54)",,,"(286.99, 220.42)",,,"(688.26, 336.14)","(262.74, 444.49)","(155.53, 372.93)","(531.89, 447.03)","(401.40, 446.34)","(297.05, 429.90)","(140.50, 418.74)",,"(649.15, 362.06)",,,"(273.72, 366.89)",,,,,"(38.65, 409.02)",,"(552.31, 418.68)",,,"(167.00, 375.47)",,,,,,,,,,"(167.77, 414.91)",,,,,,"(68.24, 327.53)",,,,,,,"(539.15, 266.07)",,,"(536.55, 442.67)",,,,"(625.08, 447.69)","(552.33, 448.83)",,,,"(404.99, 414.99)",,,"(167.36, 424.20)","(35.22, 443.08)",,,"(524.92, 416.42)","(396.98, 374.70)",,,"(640.52, 398.66)","(654.07, 448.58)","(421.36, 401.71)","(392.53, 446.56)",,,,,,,
174,,,,,"(52.45, 444.51)",,"(307.93, 444.54)","(673.56, 399.46)","(183.26, 446.31)",,,"(379.81, 338.20)","(74.04, 400.28)",,,"(287.11, 220.42)",,,"(688.17, 333.39)","(262.73, 444.71)","(155.76, 369.65)","(524.74, 446.13)","(401.78, 446.51)","(297.04, 430.46)","(141.94, 417.66)",,"(650.75, 360.46)",,,"(274.53, 363.57)",,,,,"(38.53, 405.18)",,"(553.19, 416.71)",,,"(164.61, 372.46)",,,,,,,,,,"(165.80, 412.47)",,,,,,"(66.11, 325.03)",,,,,,,"(539.22, 263.95)",,,"(534.33, 444.00)",,,,"(624.79, 447.73)","(552.24, 448.69)",,,,"(404.30, 412.04)",,,"(166.25, 421.50)","(34.67, 443.31)",,,"(523.34, 413.73)","(396.49, 371.10)",,,"(661.82, 382.73)","(638.02, 374.52)","(421.57, 398.66)","(392.46, 447.05)",,,,,,,
175,,,,,"(52.47, 444.34)",,"(309.38, 444.55)","(672.75, 395.77)","(183.47, 446.30)",,,"(379.90, 336.44)","(73.84, 396.12)",,,"(287.22, 220.29)",,,"(688.42, 330.79)","(263.00, 444.96)","(156.33, 367.50)","(523.89, 445.57)","(402.77, 446.42)","(297.91, 431.00)","(143.91, 416.74)",,"(653.50, 357.82)",,,"(275.42, 360.07)",,,,,"(38.96, 400.48)",,"(554.12, 414.19)",,,"(163.74, 370.01)",,,,,,,,,,"(165.08, 410.89)",,,,,"(280.30, 446.84)","(65.18, 323.33)",,,,,,,"(540.98, 261.39)",,,"(533.18, 443.05)",,,,"(625.24, 447.66)","(552.43, 448.89)",,,,"(403.35, 409.63)",,,"(165.93, 418.64)","(34.62, 443.66)",,,"(521.90, 411.49)","(396.37, 367.47)",,,"(674.41, 368.23)","(643.08, 379.29)","(422.35, 395.84)",,,,,,,,
176,,,,,"(51.05, 444.00)",,"(310.76, 444.66)","(671.76, 392.85)","(183.41, 446.30)",,,"(379.61, 334.68)","(74.04, 392.22)",,,"(287.19, 220.28)",,,"(688.75, 327.96)","(262.20, 444.68)","(156.80, 364.70)","(523.00, 445.33)","(403.00, 446.39)","(298.11, 431.59)","(146.13, 415.22)",,"(655.23, 355.37)",,,"(276.45, 356.37)",,,,,"(39.33, 396.86)",,"(554.68, 412.60)",,,"(162.29, 367.32)",,,,,,,,,,"(162.98, 411.89)",,,,,"(282.13, 446.57)","(63.56, 320.47)",,,,,,,"(541.85, 258.90)",,,"(532.44, 442.69)",,,,"(625.15, 447.66)","(552.23, 448.94)",,,,"(402.99, 407.38)",,,"(165.60, 416.32)","(34.61, 443.81)",,,"(520.27, 409.15)","(396.45, 363.87)",,,"(670.96, 356.34)","(643.87, 397.40)","(422.46, 392.42)",,"(23.61, 443.68)",,,,,,
177,,,,,"(49.90, 443.71)",,"(312.88, 444.56)","(670.84, 391.00)","(183.34, 446.28)",,,"(379.28, 333.17)","(73.05, 389.26)",,,"(287.23, 220.29)",,,"(688.84, 325.37)","(261.93, 443.90)","(156.47, 362.57)","(522.49, 445.18)","(402.94, 446.55)","(299.34, 433.15)","(148.37, 413.69)",,"(656.97, 352.50)",,,"(277.05, 352.93)",,,,,"(39.68, 393.17)",,"(555.11, 410.75)",,,"(162.25, 366.65)",,,,,,,,,,"(162.82, 413.53)",,,,,"(283.29, 446.34)","(61.66, 318.39)",,,,,,,"(542.42, 256.05)",,,"(531.83, 442.27)",,,,"(625.58, 447.40)","(552.33, 448.91)",,,,"(401.02, 404.58)",,,,"(34.39, 443.80)",,,"(518.56, 406.76)","(395.81, 360.56)",,,"(671.02, 356.36)","(643.62, 426.23)","(421.97, 389.39)",,,,,,,,
178,,"(305.53, 398.58)",,,"(49.01, 443.55)",,"(313.12, 444.33)","(670.40, 387.94)","(183.32, 446.37)",,,"(379.36, 331.38)","(73.33, 386.11)",,,"(287.19, 220.28)",,,"(689.65, 321.59)","(261.66, 443.67)","(156.31, 359.81)","(520.98, 445.30)","(403.44, 446.38)","(300.62, 433.82)",,,"(657.94, 349.71)",,,"(278.21, 349.93)",,,,,"(40.70, 389.43)",,"(555.79, 408.58)",,,"(161.47, 365.14)",,,,,,,,,,"(165.51, 414.70)",,,,,"(284.17, 446.79)","(60.49, 315.60)",,,,,,,"(543.43, 253.18)",,,"(531.94, 442.45)",,,,"(629.28, 448.38)","(552.26, 449.01)",,,,"(400.24, 402.65)",,,"(151.13, 412.22)","(34.56, 444.08)",,,"(517.55, 404.86)","(396.60, 357.51)",,,"(671.08, 356.78)",,"(422.42, 386.00)",,,"(652.35, 448.67)",,,,,
179,,"(293.39, 381.54)",,,"(48.29, 443.45)",,"(313.52, 444.56)","(669.09, 384.92)",,,,"(379.21, 329.01)","(73.21, 383.19)",,,,,,"(689.93, 319.29)","(261.00, 443.80)","(156.68, 356.81)","(519.16, 445.04)","(403.34, 446.20)","(300.81, 433.96)","(179.99, 418.96)",,"(658.12, 346.97)",,,"(279.03, 346.88)",,,,,"(41.70, 385.58)",,"(556.79, 406.67)",,,"(162.44, 366.40)",,,,,,,,,,"(164.83, 415.05)",,,,,"(285.02, 446.76)","(58.23, 313.18)",,,,,,,"(544.50, 249.82)",,,"(529.92, 442.74)",,,,"(628.28, 447.79)","(552.19, 448.90)",,,,"(399.21, 400.48)",,,"(153.51, 411.18)","(34.52, 443.95)",,,"(515.74, 403.24)","(396.39, 355.01)",,,"(671.22, 356.75)",,"(422.54, 383.56)",,"(23.37, 443.65)","(651.99, 448.83)",,,,,
180,,"(306.68, 385.90)",,,"(47.78, 443.33)",,"(314.10, 444.72)","(667.83, 381.19)",,,,"(378.76, 327.22)","(72.98, 380.54)",,,"(286.85, 220.18)",,,"(689.60, 316.09)","(259.91, 443.47)","(155.94, 354.22)","(518.29, 445.01)","(402.61, 445.75)","(301.03, 434.29)","(177.81, 416.68)",,"(658.16, 343.31)",,,"(279.18, 343.80)",,,,,"(42.53, 382.47)",,"(557.40, 404.26)",,,"(162.20, 366.14)",,,,,,,,,,"(165.16, 414.92)",,,,,"(286.45, 446.98)","(56.48, 309.63)",,,,,,,"(544.82, 246.67)",,,"(529.07, 444.35)",,,,"(629.43, 447.66)","(551.84, 448.96)",,,,"(396.95, 397.74)",,,"(153.65, 410.31)","(34.94, 443.85)",,,"(514.57, 401.30)","(396.14, 352.37)",,,"(670.94, 356.86)",,"(422.82, 380.66)",,"(21.65, 443.76)","(652.06, 448.54)",,,,,
181,,"(308.55, 388.15)",,,"(43.46, 427.73)",,"(314.97, 445.30)","(667.11, 377.31)",,,,"(378.97, 325.45)","(72.09, 378.96)",,,,,,"(690.12, 313.67)","(259.98, 443.68)","(155.45, 352.20)","(516.99, 445.35)","(402.57, 445.28)","(301.32, 433.98)","(178.51, 415.58)",,"(658.78, 340.08)",,,"(280.32, 340.03)",,,,,"(45.03, 380.02)",,"(558.49, 402.27)",,,"(162.35, 366.13)",,,,,,,,,,"(165.32, 415.08)",,,,,"(288.61, 446.83)","(56.03, 306.28)",,,,,,,"(545.62, 243.00)",,,"(528.73, 442.75)",,,,"(630.99, 447.53)","(552.25, 448.86)",,,,"(396.23, 396.00)",,,"(153.84, 410.18)","(37.43, 444.11)",,,"(513.03, 399.39)","(396.40, 349.07)",,,"(671.16, 356.15)",,"(423.41, 378.85)",,"(19.76, 444.48)","(652.75, 448.64)",,,,,
182,,"(308.27, 387.27)",,,,,"(315.95, 445.31)","(666.08, 374.01)",,,,"(379.05, 323.78)","(69.20, 377.59)",,,,,"(35.36, 376.55)","(690.13, 310.19)","(260.06, 443.81)","(154.81, 349.03)","(516.05, 445.63)","(401.27, 444.36)","(301.16, 434.10)","(179.72, 413.86)",,"(658.39, 336.63)",,,"(280.67, 338.23)",,,,,"(46.74, 376.88)",,"(559.47, 400.92)",,,"(162.28, 366.17)",,,,,,,,,,"(165.08, 414.49)",,,,,"(290.07, 446.30)","(55.28, 303.41)",,,,,,,"(545.66, 239.59)",,,"(524.19, 443.07)",,,,"(633.50, 447.31)","(552.38, 449.05)",,,,"(394.65, 394.63)",,,"(153.98, 409.10)","(37.50, 443.16)",,,"(511.55, 397.51)","(396.22, 345.58)",,,"(671.88, 354.64)","(532.74, 430.52)","(423.53, 376.87)",,"(19.45, 444.55)","(653.00, 448.75)",,,,,
183,,"(307.35, 384.58)",,,,,"(316.42, 445.68)","(665.07, 370.93)","(261.06, 444.56)",,,"(378.68, 322.00)","(67.49, 376.64)",,,"(155.37, 344.88)",,"(35.94, 339.53)","(689.79, 306.75)","(255.58, 441.56)","(152.49, 348.13)","(515.00, 445.58)","(400.29, 443.21)","(301.10, 434.22)","(181.41, 411.77)",,"(658.36, 333.18)",,,"(280.77, 335.53)",,,,,"(48.19, 375.45)",,"(560.20, 399.27)",,,"(161.91, 365.87)",,,,,,,,,,"(164.64, 413.57)",,,,,"(290.61, 446.17)","(54.26, 300.02)",,,,,,,"(545.75, 235.80)",,,"(524.02, 443.19)",,,,"(634.88, 448.08)","(553.04, 449.16)",,,,"(393.26, 392.61)",,,"(154.82, 407.77)","(37.86, 442.24)",,,"(510.02, 395.74)","(395.56, 341.53)",,,"(672.46, 352.67)","(543.08, 438.04)","(423.54, 374.78)",,"(19.56, 444.46)","(652.80, 448.63)",,,,,
184,,"(307.66, 381.45)",,,"(166.58, 410.33)",,"(317.12, 445.86)","(664.14, 367.41)","(261.11, 445.13)",,,"(379.19, 320.13)","(65.47, 376.14)",,,"(154.86, 342.41)",,"(38.68, 342.99)","(689.77, 304.02)","(254.73, 440.22)","(150.79, 345.51)","(514.15, 446.35)","(401.30, 443.50)","(301.21, 434.24)","(183.25, 409.68)",,"(658.05, 328.90)",,,"(281.47, 333.45)",,,,,"(49.04, 374.02)",,"(561.70, 396.75)",,,"(161.19, 364.49)",,,,,,,,,,"(159.72, 413.69)",,,,,"(291.48, 445.97)","(54.78, 296.97)",,,,,,,"(545.76, 232.23)",,,"(524.19, 443.29)",,,,"(635.01, 446.94)","(553.47, 449.04)",,,,"(392.09, 390.94)",,,"(155.37, 404.68)","(38.03, 439.82)",,,"(509.22, 394.30)","(395.67, 338.04)",,,"(673.32, 350.02)","(545.33, 438.53)","(423.64, 372.88)","(450.04, 451.66)","(19.58, 444.48)","(653.19, 448.45)",,,,,
185,,"(306.96, 377.66)",,,,,"(316.85, 446.09)","(664.16, 363.71)","(260.86, 445.22)",,,"(379.53, 318.23)","(64.54, 375.99)",,,"(153.68, 340.30)",,"(18.29, 361.36)","(689.43, 300.92)","(254.66, 438.65)","(139.19, 342.46)","(513.49, 446.50)",,"(301.15, 434.39)","(184.84, 407.32)",,"(658.45, 325.39)",,,"(281.68, 331.79)",,,,,"(50.21, 372.31)",,"(562.88, 395.06)",,,,,,,,,,,,,"(160.32, 415.76)",,,,,"(293.33, 445.75)","(54.56, 293.87)",,,,,,,"(546.05, 228.73)",,,"(524.29, 443.27)",,,,"(634.67, 446.89)","(553.49, 448.95)",,,,"(391.09, 389.86)",,,"(156.93, 402.04)","(38.33, 437.10)",,,"(508.06, 392.76)","(395.41, 333.79)",,,"(674.08, 347.41)","(543.78, 438.07)","(423.45, 369.89)","(450.16, 451.68)",,"(652.49, 448.04)","(642.33, 447.10)","(416.57, 445.44)",,,
186,,"(305.94, 374.68)",,,"(167.27, 405.76)",,"(314.59, 445.73)","(663.19, 361.07)","(260.56, 444.98)",,,"(379.35, 316.10)","(64.39, 375.94)",,,"(149.20, 339.17)",,"(26.36, 365.81)","(688.57, 298.14)","(253.16, 436.78)","(128.86, 334.66)","(513.05, 446.65)","(397.38, 440.58)","(300.85, 434.99)","(185.72, 405.95)",,"(656.56, 321.10)",,,"(281.66, 328.48)",,,,,"(50.35, 370.88)",,"(563.90, 392.93)",,,"(153.87, 337.57)",,,,,,,,,,"(160.18, 418.46)",,,,,"(295.58, 445.77)","(53.93, 290.85)",,,,,,,"(545.03, 224.86)",,,"(523.92, 443.29)",,,,"(634.42, 446.84)","(553.70, 448.96)",,,,"(390.00, 388.50)",,,"(157.80, 398.67)","(38.78, 434.04)",,,"(506.79, 391.75)","(394.95, 329.96)",,,"(674.55, 343.40)","(543.76, 437.83)","(422.52, 367.36)","(406.70, 445.29)",,"(651.46, 447.57)","(644.15, 446.50)","(423.38, 449.46)",,,
187,,"(305.44, 371.69)",,,"(167.87, 403.29)",,"(313.09, 445.71)","(663.43, 358.17)","(260.87, 445.18)",,,"(380.06, 313.95)","(64.50, 375.67)",,,"(149.66, 337.95)",,"(30.79, 361.07)","(687.73, 294.09)","(253.27, 435.24)","(129.43, 332.75)","(513.04, 446.68)","(397.35, 440.16)","(301.81, 436.88)","(186.16, 405.73)",,"(655.79, 317.75)",,,"(281.93, 325.13)",,,,,"(52.39, 368.37)",,"(565.35, 391.46)",,,"(153.58, 334.52)",,,,,,,,,,"(162.78, 420.04)",,,,,"(297.32, 445.64)","(53.72, 288.34)",,,,,,,"(544.93, 221.31)",,,"(524.06, 443.28)",,,,"(635.37, 446.64)","(553.80, 448.98)",,,,"(388.70, 386.85)",,,"(158.78, 395.62)","(38.76, 430.50)",,,"(505.76, 390.96)","(394.61, 326.00)",,,"(674.65, 340.05)","(543.52, 437.17)","(422.18, 364.07)","(420.83, 447.11)",,"(650.67, 447.46)",,,,,
188,,"(304.88, 368.09)",,,"(169.09, 402.26)",,"(311.83, 445.34)","(663.42, 355.19)","(260.96, 445.34)",,,"(380.11, 312.49)","(64.65, 375.74)",,,"(148.95, 335.58)",,"(31.40, 350.50)","(686.85, 290.99)","(253.16, 431.81)","(129.00, 329.56)","(513.03, 446.65)","(396.86, 439.33)","(301.89, 438.67)","(186.58, 404.70)",,"(654.51, 314.28)",,"(286.62, 220.00)","(281.49, 323.27)",,,,,"(53.66, 365.91)",,"(566.10, 389.19)",,,"(152.12, 331.56)",,,,,,,,,,"(164.73, 421.98)",,,,,"(299.32, 445.65)","(53.51, 285.80)",,,,,,,"(544.57, 218.64)",,,"(524.40, 443.30)",,,,"(635.88, 447.07)","(554.03, 449.30)",,,,"(387.79, 385.08)",,,"(160.51, 392.96)","(39.01, 426.77)",,,"(504.60, 390.19)","(394.58, 322.62)",,,"(673.89, 336.47)","(543.07, 436.73)","(420.67, 360.88)","(421.10, 451.06)",,,"(651.51, 445.21)","(421.46, 447.18)",,,
189,,"(304.65, 364.21)",,,"(169.56, 400.65)",,"(409.05, 445.25)","(663.00, 352.68)","(260.78, 445.30)",,,"(380.30, 311.02)","(62.13, 373.99)",,,"(148.23, 334.06)",,"(30.21, 359.62)","(686.03, 287.35)","(252.76, 428.48)","(129.04, 327.56)","(512.70, 446.73)","(396.03, 438.08)","(302.75, 440.79)","(187.70, 402.88)",,"(653.44, 311.23)",,"(286.54, 220.12)","(280.55, 320.73)",,,,,"(54.53, 362.74)",,"(566.91, 386.67)",,,"(151.02, 329.50)",,,,,,,,,,"(166.78, 423.14)",,,,,"(301.15, 445.96)","(53.11, 282.97)",,,,,,,"(543.18, 214.78)",,,"(524.08, 443.23)",,,,"(637.53, 447.64)","(553.80, 449.40)",,,,"(386.02, 383.71)",,,"(161.77, 389.94)","(38.60, 423.53)",,,"(503.63, 389.43)","(394.22, 318.80)",,,"(673.12, 333.67)","(542.67, 436.08)","(420.04, 357.73)","(421.58, 451.51)",,,"(653.28, 444.58)","(422.25, 447.31)",,,
190,,"(304.86, 361.10)",,,"(169.71, 399.21)",,"(409.27, 444.97)","(662.72, 349.22)","(261.07, 445.36)",,,"(380.63, 309.35)","(60.00, 372.77)",,,"(148.40, 331.88)",,"(47.91, 374.47)","(685.20, 283.65)","(252.89, 425.22)","(129.30, 325.01)","(512.90, 446.78)","(395.84, 437.65)","(306.69, 443.29)","(190.06, 399.84)",,"(652.90, 308.58)",,"(286.38, 220.30)","(279.85, 318.18)",,,,,"(56.23, 359.74)",,"(567.19, 384.18)",,,"(150.38, 326.11)",,,,,,,,,,"(169.41, 424.28)",,,,,,"(53.26, 280.69)",,,,,,,"(541.48, 211.38)",,,"(524.34, 443.20)",,,,"(639.14, 447.20)","(553.80, 449.36)",,,,"(384.88, 382.70)",,,"(163.61, 387.43)","(38.70, 420.39)",,,"(502.95, 388.63)","(394.33, 314.85)",,,"(672.22, 329.73)","(541.94, 435.34)","(419.25, 354.21)","(421.93, 451.39)",,,"(657.19, 444.42)","(422.42, 447.29)",,,
191,,"(305.83, 356.31)",,,"(170.41, 396.63)",,"(409.20, 444.85)","(661.75, 346.15)","(260.97, 445.31)",,,"(380.86, 308.33)","(57.31, 369.52)",,,"(149.35, 328.75)",,"(58.21, 394.04)","(684.48, 279.83)","(252.45, 421.76)","(129.37, 321.58)","(512.86, 446.78)","(395.85, 436.09)","(308.14, 445.66)","(191.56, 396.82)",,"(652.52, 307.43)",,"(286.46, 220.23)","(279.32, 315.21)",,,,,"(57.19, 356.70)",,"(568.37, 382.18)",,,"(148.53, 323.28)",,,,,,,,,,"(172.08, 424.48)",,,,,"(303.19, 445.19)","(53.03, 277.99)",,,,,,,"(540.72, 207.96)",,,"(524.48, 443.19)",,,,"(640.69, 447.68)","(553.93, 449.41)",,,,"(383.83, 381.99)",,,"(164.93, 384.85)","(37.89, 417.47)",,,"(502.51, 388.31)","(394.13, 311.32)",,,"(671.84, 326.79)","(541.17, 433.91)","(419.18, 352.07)","(421.79, 451.36)",,,"(661.67, 444.83)","(422.43, 447.28)",,,
192,,"(306.77, 352.57)",,,"(170.68, 394.42)",,"(409.34, 444.73)","(660.53, 343.25)","(260.86, 445.40)",,,"(380.98, 306.67)","(55.10, 368.03)",,,,,"(40.20, 406.36)","(682.89, 276.86)","(252.40, 417.99)","(129.35, 319.77)","(501.88, 416.62)","(395.33, 434.36)","(308.56, 445.73)","(193.16, 394.62)",,"(652.24, 306.73)",,,"(278.50, 312.15)",,,,,"(57.92, 354.11)",,"(568.21, 380.20)",,,"(148.49, 324.41)",,,,,,,,,,"(174.64, 424.46)",,,,,"(303.31, 444.80)","(52.38, 275.57)",,,,,,,"(539.61, 204.71)",,,"(524.23, 443.28)",,,,"(642.37, 447.50)","(553.98, 449.72)",,,,"(382.08, 381.52)",,,"(166.30, 382.03)","(37.58, 415.73)",,,"(502.23, 387.51)","(394.24, 307.74)",,,"(671.01, 323.99)","(540.42, 433.53)","(418.27, 348.94)","(421.75, 451.17)",,"(650.79, 448.91)","(663.85, 445.26)","(422.39, 447.29)",,,
193,,"(308.67, 348.83)",,,"(170.90, 392.18)",,"(409.62, 444.95)","(659.71, 339.87)","(260.94, 445.55)",,,"(381.40, 305.47)","(53.00, 365.73)",,,"(147.32, 318.88)",,,"(681.85, 274.32)","(252.53, 413.83)","(129.61, 317.77)","(503.63, 403.88)","(394.96, 431.94)",,"(193.80, 391.58)",,"(652.44, 306.32)",,,"(278.41, 311.03)",,,,,"(59.76, 350.56)",,"(568.77, 377.64)",,,"(149.03, 323.73)",,,,,,,,,,"(177.89, 424.01)",,,,,"(303.73, 444.40)","(52.09, 272.54)",,,,,,,"(539.16, 202.20)",,,"(524.59, 443.05)",,,,"(643.96, 447.34)","(554.08, 449.60)",,,,"(381.75, 380.97)",,,"(167.98, 380.16)","(37.50, 413.19)",,,"(502.13, 386.94)","(394.54, 304.73)",,,"(670.81, 320.82)","(539.46, 432.49)","(417.64, 345.20)","(421.94, 451.24)",,,"(666.70, 446.46)","(422.34, 447.39)",,,
194,,"(309.50, 346.81)",,,"(171.14, 391.00)",,"(409.79, 444.97)","(658.51, 336.67)","(260.97, 445.59)",,,"(381.39, 304.65)","(50.24, 363.83)",,,"(145.67, 316.22)",,,"(680.55, 271.98)","(253.02, 410.18)","(129.90, 317.15)","(509.66, 401.72)","(394.62, 429.83)",,"(194.41, 389.46)",,"(652.42, 306.05)",,"(287.39, 219.98)","(278.31, 309.53)",,,,,"(60.70, 347.00)",,"(568.70, 375.66)",,,"(149.79, 321.47)",,,,,,,,,,"(179.95, 423.45)",,,,,"(303.79, 444.41)","(52.04, 269.01)",,,,,,,"(538.87, 199.66)",,,"(524.51, 443.05)",,,,"(646.51, 446.79)","(554.38, 449.38)",,,,"(381.18, 380.00)",,,"(169.54, 377.23)","(37.25, 411.13)",,,"(502.08, 385.94)","(395.01, 300.74)",,,"(670.25, 318.52)","(538.64, 431.22)","(416.96, 341.87)","(421.91, 451.23)",,,"(669.45, 447.55)","(422.32, 447.47)",,,
