frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id50,id51,id53,id57,id61,id71,id72,id78,id79,id82,id83,id84,id89,id92,id95,id97,id99,id104,id109,id110,id113,id119,id121,id122,id123,id129,id130,id132,id135,id140,id145,id154,id155,id163,id164,id166,id167,id183,id185,id195,id200,id201,id204,id209,id210,id214
34,"(512.23, 350.29)","(517.99, 327.15)",,"(550.93, 259.88)","(66.97, 270.39)","(161.55, 257.17)","(509.32, 253.42)","(541.92, 352.34)","(185.35, 186.33)",,,"(126.89, 333.89)",,,,,"(293.59, 279.50)",,"(164.31, 347.16)","(47.90, 126.51)","(298.36, 318.23)",,"(24.00, 340.53)",,,"(430.43, 350.32)","(394.57, 350.08)",,"(384.12, 342.58)","(139.47, 349.61)",,"(400.93, 349.76)",,"(635.19, 347.75)",,,,"(410.88, 235.74)",,"(623.65, 351.11)",,,,"(559.50, 288.05)",,,"(278.00, 349.87)","(302.42, 348.06)","(265.96, 349.63)",,,,"(261.44, 61.81)",,,"(15.10, 316.44)","(665.40, 351.05)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"(514.98, 350.19)","(518.26, 326.81)",,"(549.27, 258.50)","(66.83, 267.71)","(161.54, 255.08)","(508.19, 252.30)","(541.88, 352.25)","(185.49, 184.11)",,,"(126.79, 334.10)",,,,"(28.76, 346.86)","(293.62, 279.50)",,"(164.31, 347.26)","(48.25, 123.96)","(298.44, 318.41)",,"(24.14, 339.49)",,,"(429.40, 350.33)","(394.76, 349.88)",,"(384.99, 340.73)","(139.45, 349.60)",,"(400.60, 349.73)",,"(635.20, 347.66)",,,,"(410.56, 235.12)",,"(623.63, 351.14)",,,,"(559.50, 286.27)",,,"(278.05, 349.85)","(302.54, 348.09)","(265.61, 349.61)",,,,"(260.28, 58.90)",,,"(15.31, 314.73)","(665.17, 350.88)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"(515.52, 350.07)","(518.51, 326.38)",,"(547.94, 256.54)","(66.94, 264.79)","(161.43, 253.78)","(507.03, 251.18)","(541.91, 352.36)","(183.70, 185.25)",,,"(125.94, 333.73)",,,,"(26.03, 346.63)","(293.55, 279.49)",,"(164.39, 347.51)","(48.31, 121.21)","(298.45, 318.47)",,"(24.11, 338.30)",,,"(427.82, 350.76)",,,"(385.52, 338.91)","(139.45, 349.52)",,"(399.29, 349.65)",,"(635.47, 347.69)",,,,"(410.17, 234.34)",,"(623.72, 351.12)",,,,"(559.46, 285.32)",,,"(277.86, 349.82)","(302.37, 348.02)","(265.31, 349.49)",,,,"(259.90, 56.02)",,,"(15.38, 312.97)","(664.80, 350.89)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"(516.53, 349.86)","(519.04, 325.96)",,"(545.67, 255.27)","(67.59, 262.22)","(160.90, 252.49)","(506.18, 250.48)","(541.84, 352.30)","(185.64, 186.99)",,,"(125.42, 333.61)",,,,"(23.15, 346.60)","(293.62, 279.52)",,"(164.24, 347.50)","(48.52, 119.29)","(298.48, 318.52)",,"(24.10, 336.61)",,,"(426.05, 350.87)",,,"(386.16, 337.12)","(139.50, 349.51)",,"(399.89, 349.19)",,"(635.21, 347.80)",,,,"(409.83, 233.77)",,"(623.60, 351.00)",,,,"(559.49, 283.80)",,,"(277.45, 349.86)","(302.31, 348.07)","(264.29, 349.37)",,,,"(259.12, 53.52)",,,"(15.46, 310.71)","(664.69, 350.82)",,,"(393.87, 221.22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"(517.05, 349.54)","(519.05, 325.52)",,"(544.04, 254.15)","(67.02, 259.80)","(160.67, 251.13)","(505.21, 249.58)","(541.77, 352.20)","(185.89, 187.22)",,,"(125.25, 333.67)",,,,"(20.89, 346.55)","(293.59, 279.58)",,"(164.00, 347.50)","(47.94, 116.03)","(298.48, 318.55)",,"(23.83, 334.95)",,,"(424.38, 351.08)",,,"(387.72, 335.24)","(139.47, 349.51)",,"(399.35, 349.18)",,"(635.93, 347.89)",,,,"(409.48, 232.88)",,"(614.39, 349.04)",,,,"(559.42, 282.10)",,,"(277.12, 349.95)","(302.21, 347.94)","(263.11, 349.57)",,,,"(258.82, 51.35)",,,"(15.08, 308.61)","(664.45, 351.06)",,,"(393.54, 220.10)","(510.33, 349.32)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"(517.14, 349.49)","(519.10, 325.18)",,"(541.92, 253.35)","(66.85, 257.37)","(160.18, 249.56)","(504.22, 248.83)","(541.81, 352.10)","(186.00, 187.05)",,,"(125.06, 333.13)",,,,"(19.02, 347.15)","(293.62, 279.60)",,"(163.52, 347.68)","(47.23, 112.80)","(298.48, 318.54)",,"(24.11, 333.11)",,,"(422.47, 350.99)","(392.09, 349.80)",,"(388.97, 334.21)","(139.46, 349.55)",,"(399.62, 348.89)",,"(635.89, 347.54)",,,,"(409.57, 232.24)",,"(613.82, 345.76)",,,,"(559.08, 280.77)",,,"(277.23, 349.91)","(302.05, 347.87)","(261.76, 349.45)",,,,"(257.31, 48.21)",,,"(14.80, 306.53)","(664.38, 351.07)",,,"(393.22, 219.36)","(510.40, 349.59)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"(517.11, 349.42)","(519.14, 324.56)",,"(540.13, 252.58)","(66.69, 255.18)","(159.89, 248.08)","(503.67, 248.23)","(541.70, 351.99)","(185.78, 185.92)",,,"(124.34, 333.36)",,,,"(18.88, 347.62)","(293.69, 279.64)",,"(163.41, 347.74)","(46.75, 109.48)","(298.49, 318.65)",,"(24.73, 330.73)",,,"(420.80, 350.80)","(391.40, 349.74)",,"(390.83, 332.71)","(139.32, 349.49)",,"(399.17, 349.07)",,"(635.98, 347.52)",,,,"(409.33, 232.17)",,"(616.18, 350.17)",,,,"(559.50, 279.97)",,,"(277.02, 349.81)","(301.75, 347.80)","(260.79, 349.53)",,,,"(256.55, 45.95)",,,"(13.65, 304.75)","(663.89, 350.96)",,,"(392.24, 218.43)","(510.39, 349.78)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"(517.52, 343.92)","(519.33, 324.03)",,"(537.88, 251.37)","(66.95, 253.05)","(159.48, 246.96)","(503.44, 247.76)","(541.77, 351.90)","(185.68, 185.27)",,,"(123.77, 332.86)",,,,"(17.92, 347.45)","(293.65, 279.65)",,"(163.29, 347.84)","(46.29, 106.69)","(298.50, 318.70)",,"(24.99, 328.76)",,,"(419.51, 350.35)","(391.29, 349.50)",,"(392.65, 331.55)","(139.41, 349.50)",,"(398.31, 348.62)",,"(636.19, 347.67)",,,,"(408.80, 231.44)",,"(616.13, 350.53)",,,,"(559.47, 278.35)",,,"(277.22, 349.79)","(301.53, 347.76)","(260.12, 349.60)",,,,"(255.48, 43.09)",,,"(13.92, 302.50)","(663.25, 350.81)",,,"(392.26, 217.41)","(510.01, 349.47)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,"(519.51, 323.14)",,"(536.46, 250.70)","(67.18, 249.90)","(159.44, 245.34)","(502.80, 247.20)","(541.66, 351.80)","(185.58, 184.85)",,,"(123.53, 332.93)",,,,"(16.98, 347.02)","(293.83, 279.77)",,"(163.18, 347.85)","(46.08, 103.93)","(298.54, 318.70)",,"(26.61, 327.05)",,,"(418.09, 349.92)","(391.27, 349.69)",,"(394.93, 330.36)","(139.46, 349.51)",,"(398.48, 348.39)",,"(636.04, 347.96)","(630.69, 352.51)",,,"(408.12, 230.41)",,"(615.21, 351.26)",,,,"(559.48, 276.69)",,,"(276.80, 349.74)","(300.77, 347.76)","(259.35, 349.61)",,,,"(254.45, 40.64)",,,"(13.25, 300.07)","(663.09, 350.82)",,,"(391.95, 215.84)","(509.60, 349.92)","(73.02, 293.48)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,"(519.52, 322.94)",,"(535.06, 250.05)","(67.17, 247.28)","(158.99, 244.03)","(502.42, 246.85)","(541.68, 351.81)","(185.53, 184.03)",,,"(123.08, 332.78)",,,,"(16.02, 346.99)","(294.00, 279.74)",,"(163.14, 347.83)","(45.86, 101.21)","(298.59, 318.72)",,"(27.85, 325.48)",,,"(416.47, 349.98)","(391.61, 349.40)",,"(396.66, 329.43)","(139.42, 349.48)",,"(398.32, 348.38)",,"(635.89, 347.85)","(630.90, 352.25)",,,"(407.61, 229.96)",,"(616.26, 351.36)",,,,"(559.04, 276.46)",,,"(276.48, 349.55)","(300.22, 347.64)","(258.83, 349.59)",,,,"(253.81, 38.03)",,,"(12.37, 297.50)","(663.03, 350.83)",,,"(392.02, 215.41)","(509.56, 350.16)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,"(519.64, 322.31)",,"(533.98, 249.17)","(66.89, 244.48)","(158.81, 243.23)","(502.20, 246.59)","(541.71, 351.75)","(185.58, 183.04)",,,"(123.03, 332.73)",,,,"(15.17, 347.37)","(294.00, 279.79)",,"(163.20, 347.85)","(45.89, 98.53)","(298.73, 318.74)",,"(28.24, 324.88)",,,"(414.69, 349.50)","(391.51, 349.59)",,"(398.66, 328.22)","(139.44, 349.49)",,"(397.68, 348.31)",,"(635.92, 347.84)","(631.07, 352.04)",,,"(407.20, 229.56)",,"(617.41, 351.83)",,,,"(559.40, 275.86)",,,"(276.79, 349.51)","(300.14, 347.30)","(258.57, 349.66)",,,,"(253.06, 35.64)",,,"(12.18, 295.40)","(662.84, 350.81)",,,"(391.65, 214.04)","(509.91, 350.18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,"(519.85, 322.09)",,"(532.76, 248.22)","(66.88, 242.10)","(158.79, 241.73)","(501.97, 246.25)","(541.70, 351.74)","(185.40, 182.03)",,,"(123.03, 332.75)",,,,"(14.32, 346.92)","(293.95, 279.78)",,"(163.32, 347.77)","(46.08, 96.11)","(298.82, 318.78)",,"(28.21, 324.82)",,,"(413.72, 349.71)","(391.52, 349.69)",,"(400.18, 327.59)","(139.55, 349.52)",,"(397.90, 348.32)",,"(636.35, 347.03)","(630.30, 351.50)",,,"(407.05, 228.89)",,"(618.10, 351.24)",,,,"(559.40, 274.87)",,,"(276.69, 349.51)","(299.76, 347.43)","(258.66, 349.50)",,,,"(252.61, 32.81)",,,"(11.42, 293.21)","(662.64, 350.75)",,,"(391.73, 212.96)","(509.80, 350.12)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,"(519.83, 322.07)",,"(531.31, 246.96)","(66.86, 240.03)","(158.28, 240.01)","(501.58, 246.00)","(541.68, 351.71)","(185.13, 180.14)",,,"(123.09, 332.90)",,,,"(14.36, 347.04)","(293.92, 279.79)",,"(163.30, 347.77)","(46.59, 92.99)","(298.83, 318.84)",,"(28.24, 324.69)",,,"(413.08, 349.64)","(391.85, 349.00)",,"(402.04, 326.11)","(139.50, 349.56)","(35.19, 347.06)","(397.90, 349.07)",,"(636.32, 346.84)","(630.44, 351.77)",,,"(406.60, 228.09)",,"(617.14, 350.57)",,,,"(559.39, 273.83)",,,"(276.81, 349.50)","(299.10, 347.60)","(258.69, 349.54)",,,,"(251.74, 30.85)",,,"(11.13, 291.08)","(662.39, 350.72)",,,"(391.34, 211.79)","(509.83, 350.25)",,"(497.42, 272.66)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,"(519.85, 321.62)",,"(530.40, 246.26)","(66.86, 237.91)","(158.23, 238.96)","(501.54, 245.93)","(541.65, 351.66)","(184.54, 178.48)",,,"(123.09, 333.41)",,,,"(14.35, 347.05)","(293.94, 279.81)",,"(163.24, 348.06)","(45.92, 90.37)","(298.78, 318.81)",,"(27.99, 324.74)",,,"(412.80, 349.73)","(394.79, 352.07)",,"(403.96, 324.77)","(139.50, 349.55)","(32.20, 347.06)","(398.81, 348.44)",,"(636.64, 346.40)","(629.78, 351.61)",,,"(406.10, 227.20)",,"(616.29, 350.35)",,,,"(559.50, 272.77)",,,"(277.19, 349.77)","(298.65, 347.75)","(258.73, 349.56)",,,,"(251.06, 27.75)",,,"(11.51, 289.18)","(661.76, 350.49)",,,"(391.23, 210.66)","(509.83, 350.16)",,"(497.27, 270.65)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,"(519.90, 321.35)",,"(529.99, 245.79)","(66.50, 235.57)","(158.66, 237.45)","(501.50, 245.79)","(541.52, 351.62)","(184.51, 177.17)",,,"(123.06, 334.24)",,,,"(13.40, 347.18)","(293.42, 279.66)",,"(163.25, 348.30)","(46.30, 87.21)","(298.79, 318.90)",,"(27.81, 324.98)",,,"(412.56, 349.70)",,,"(404.15, 323.15)","(139.72, 349.56)","(31.57, 347.84)","(397.67, 348.76)",,"(637.20, 346.27)","(630.27, 351.73)",,,"(405.48, 226.14)",,"(616.12, 350.57)",,,,"(559.24, 272.09)",,,"(277.01, 349.96)","(297.96, 348.05)","(258.95, 349.59)",,,,"(250.81, 26.21)",,,"(11.03, 287.04)","(661.32, 350.42)",,,"(391.01, 208.72)","(510.12, 349.96)",,"(497.20, 268.70)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,"(519.95, 320.89)",,"(529.47, 245.45)","(66.15, 233.19)","(159.10, 236.12)","(501.48, 245.76)","(541.27, 351.63)","(183.96, 175.03)",,,"(123.22, 334.82)",,,,"(12.08, 347.61)","(293.36, 279.22)",,"(163.11, 348.62)","(45.70, 84.14)","(298.55, 318.46)",,"(27.65, 325.59)",,,"(412.54, 349.77)",,,"(405.18, 321.31)","(139.65, 349.59)","(30.19, 348.06)","(397.44, 349.07)",,"(637.13, 346.34)","(630.51, 351.47)",,,"(405.19, 225.84)",,"(616.11, 351.10)",,,,"(559.63, 271.44)",,,"(276.85, 350.00)","(297.20, 348.18)","(258.91, 349.52)",,,,"(250.30, 24.15)",,,"(10.86, 283.89)","(661.30, 350.40)",,,"(390.52, 207.10)","(510.22, 349.93)",,"(497.09, 266.27)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,"(519.97, 320.11)",,"(518.23, 228.63)","(65.94, 230.98)","(159.25, 234.98)","(501.81, 244.61)","(541.26, 351.61)","(183.44, 173.27)",,,"(123.40, 335.69)",,,,"(10.58, 347.99)","(292.47, 278.63)",,"(162.92, 348.29)","(45.57, 81.18)","(297.93, 317.84)",,"(27.65, 325.74)",,,"(412.58, 349.74)",,,"(405.81, 318.36)","(139.61, 349.60)","(27.34, 348.67)","(397.25, 349.11)",,"(637.16, 346.42)","(630.37, 351.44)",,,"(403.93, 224.19)",,"(616.54, 351.59)",,,,"(559.83, 270.54)",,,"(276.94, 350.12)","(296.84, 348.08)","(258.75, 349.47)",,,,"(249.95, 21.50)",,,"(10.75, 281.51)","(661.22, 350.41)",,,"(389.96, 205.67)","(510.23, 349.93)",,"(497.41, 263.68)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,"(519.97, 319.76)",,"(513.44, 203.02)","(65.50, 228.46)","(159.30, 234.12)","(495.91, 246.15)","(541.32, 351.59)","(183.13, 171.63)",,,"(123.30, 336.67)",,,,"(9.51, 348.15)","(292.10, 277.47)",,"(162.49, 348.37)","(45.26, 78.77)","(296.83, 316.43)",,"(27.73, 325.71)",,,"(412.59, 349.79)",,,"(406.27, 315.89)","(139.58, 349.63)","(24.57, 348.36)","(396.68, 349.59)",,"(637.17, 346.49)","(630.24, 351.30)",,,"(403.28, 223.35)",,"(616.70, 351.48)",,,,"(559.83, 270.25)",,,"(277.26, 350.08)","(296.22, 348.09)","(258.76, 349.50)",,,,"(249.48, 18.69)",,,"(10.70, 279.16)","(661.21, 350.40)",,,"(389.85, 204.86)","(510.28, 349.94)",,"(497.36, 262.91)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,"(519.91, 319.12)",,"(523.98, 181.17)","(65.34, 226.36)","(159.41, 233.60)","(494.66, 255.02)","(541.45, 351.58)","(182.30, 169.72)",,,"(123.03, 337.11)",,,,"(9.69, 348.13)","(291.42, 276.05)",,"(162.42, 348.15)","(45.57, 76.41)","(296.26, 314.92)",,"(27.95, 325.51)",,,"(412.61, 349.85)",,,"(406.88, 313.48)","(139.59, 349.66)","(22.83, 348.52)","(396.48, 349.66)",,"(637.04, 346.75)","(631.27, 350.86)",,,"(402.61, 222.38)",,"(616.80, 351.83)",,,,"(559.82, 270.10)",,,"(277.25, 350.12)","(295.96, 348.08)","(258.82, 349.42)",,,,"(249.09, 15.93)",,,"(10.88, 277.01)","(661.22, 350.46)",,,"(389.65, 203.31)","(510.33, 350.14)",,"(497.71, 262.94)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,"(519.95, 318.03)",,"(538.89, 156.17)","(64.56, 223.86)","(159.55, 232.76)","(500.99, 263.81)","(541.44, 351.61)","(181.68, 168.59)",,,"(123.37, 338.21)",,,,"(9.76, 347.99)","(291.31, 274.01)",,"(162.18, 348.17)","(45.77, 74.01)","(295.62, 314.03)",,"(29.08, 324.77)",,,"(412.66, 349.87)",,,"(407.24, 311.14)","(139.54, 349.67)","(22.51, 348.66)","(396.48, 349.72)",,"(637.15, 346.92)","(631.33, 350.64)",,,"(401.92, 221.87)",,"(616.73, 351.98)",,,,"(559.71, 269.35)",,,"(278.55, 349.38)","(294.60, 348.05)","(258.60, 349.22)",,,,"(248.84, 13.91)",,,"(10.74, 274.56)","(661.15, 350.54)",,,"(389.01, 202.04)","(510.31, 350.13)",,"(497.20, 261.65)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,"(520.01, 317.53)",,,"(64.01, 221.44)","(159.52, 231.86)","(516.07, 262.78)","(540.70, 351.70)","(181.00, 166.72)",,,"(124.23, 339.29)",,,,"(9.38, 347.78)","(291.23, 272.61)",,"(161.98, 348.15)","(46.31, 71.92)","(294.12, 312.02)",,"(30.16, 324.02)",,,"(412.72, 349.85)",,,"(408.06, 308.21)","(139.55, 349.75)","(22.30, 348.48)","(396.45, 349.73)",,"(637.38, 347.11)","(632.19, 350.03)",,,"(400.54, 220.53)",,"(616.93, 351.89)",,,,"(559.62, 269.39)",,,"(278.51, 349.36)","(294.34, 348.01)","(258.58, 349.23)",,,,,,,"(10.65, 272.42)","(661.07, 350.59)",,,"(388.84, 200.40)","(510.23, 350.13)",,"(499.94, 273.45)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,"(520.38, 317.07)",,,"(63.40, 219.20)","(159.39, 231.18)","(499.80, 255.70)","(540.23, 351.70)","(180.05, 165.17)",,,"(124.53, 339.98)",,,,"(8.53, 347.78)","(291.31, 270.06)",,"(161.89, 348.00)","(46.27, 68.93)","(292.09, 310.01)",,"(31.43, 323.89)",,,"(412.71, 349.89)",,,"(408.75, 306.21)","(139.50, 349.95)","(21.85, 348.42)","(396.48, 349.77)",,"(637.26, 347.26)","(633.52, 349.85)",,,"(399.57, 219.70)",,"(616.83, 352.08)",,,,"(559.67, 268.57)",,,"(277.22, 349.33)","(294.63, 348.03)","(258.57, 349.29)",,,,,,,"(10.44, 270.10)",,,,"(387.72, 198.62)","(510.00, 349.96)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,"(520.07, 317.03)",,,"(62.58, 217.21)","(159.45, 231.37)","(493.77, 252.06)","(539.62, 351.75)","(179.07, 163.51)",,,"(124.96, 340.88)",,,,,"(291.89, 268.04)",,"(161.82, 347.79)","(46.71, 65.96)","(290.67, 307.92)",,"(32.79, 323.42)","(299.02, 348.64)",,"(412.17, 349.79)",,,"(409.56, 303.92)","(139.46, 349.97)","(21.40, 348.41)","(396.38, 349.68)",,"(638.00, 347.43)","(633.87, 350.21)",,,"(399.06, 219.03)",,"(616.86, 352.02)",,,,"(559.70, 268.43)",,,"(277.81, 349.10)","(294.88, 348.06)","(258.54, 349.27)",,,,,,,"(10.07, 267.54)",,,,"(388.25, 197.36)","(510.29, 350.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,"(520.05, 317.19)",,,"(61.73, 215.20)","(159.71, 231.41)","(493.65, 253.70)","(538.67, 351.88)","(178.20, 161.75)",,,"(125.12, 341.60)",,,,,"(292.05, 265.83)",,"(152.74, 335.38)","(47.91, 63.42)","(287.81, 306.31)",,"(34.62, 323.13)","(297.01, 348.32)",,"(411.46, 349.75)",,,"(410.49, 301.97)","(139.35, 349.99)","(20.01, 348.42)","(396.51, 349.71)",,"(637.33, 347.27)","(634.03, 350.18)",,,"(398.49, 218.59)",,"(616.90, 352.11)",,,,"(559.60, 268.40)",,,,"(294.64, 347.62)","(258.37, 349.22)",,,,,,,"(10.65, 265.14)",,,,"(387.81, 195.63)","(510.34, 349.97)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"(522.05, 350.73)","(520.05, 317.16)",,,"(61.15, 213.32)","(159.59, 231.73)","(492.69, 252.19)","(537.90, 351.96)","(177.27, 160.86)",,,"(125.65, 342.08)",,,,,"(292.02, 263.87)",,"(127.36, 332.89)","(50.66, 61.47)","(285.51, 304.52)",,"(36.25, 322.82)","(297.62, 348.36)",,"(410.10, 349.69)",,,"(410.93, 299.74)","(139.39, 350.07)","(18.90, 347.86)","(396.39, 349.80)",,"(637.34, 347.09)","(634.24, 350.15)",,,"(397.81, 218.22)",,"(616.93, 352.11)",,,,"(559.64, 268.37)",,,,"(294.56, 347.75)","(258.25, 349.21)",,,,,,,"(9.99, 262.96)",,,,"(387.63, 193.10)","(510.30, 349.96)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"(521.59, 350.42)","(520.03, 316.80)",,,"(59.96, 211.70)","(159.50, 231.33)","(492.57, 251.65)","(537.32, 352.01)","(176.39, 159.19)",,,"(126.12, 342.90)",,,,,"(291.97, 262.48)",,"(143.69, 347.28)","(52.92, 60.42)","(283.02, 303.26)",,"(38.62, 322.27)","(297.49, 348.76)",,"(408.92, 349.38)",,,"(412.40, 297.42)","(139.09, 350.09)","(18.51, 347.84)","(396.38, 349.66)",,"(637.25, 347.21)","(634.17, 350.34)",,,"(397.47, 218.07)",,"(616.89, 352.06)",,,,"(559.56, 268.04)",,,,,"(258.55, 349.21)",,,,,,,"(9.72, 260.69)",,,,"(386.79, 191.14)","(510.65, 349.54)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"(521.51, 350.43)","(520.10, 316.86)",,,"(59.05, 209.56)","(159.16, 230.91)","(492.62, 251.02)","(537.09, 352.06)","(175.44, 157.81)",,,"(125.94, 342.86)",,,,,"(292.16, 261.85)",,"(148.40, 350.06)","(55.11, 59.60)","(280.78, 302.53)",,"(40.80, 322.18)","(297.36, 348.75)",,"(407.98, 349.20)",,,"(413.29, 295.58)","(139.05, 349.99)","(17.61, 347.86)","(396.44, 349.56)",,"(637.09, 346.98)","(634.14, 350.36)",,,"(397.10, 217.42)",,"(616.93, 352.18)",,,,"(559.72, 267.56)",,,,,"(258.58, 349.21)",,,,,,,"(9.62, 258.64)",,,,"(386.80, 189.45)","(510.61, 350.10)",,,,,,"(10.26, 348.42)",,,,,,,,,,,,,,,,,,,,,,,,,,
61,"(521.60, 350.49)","(520.10, 316.89)",,,"(58.15, 207.65)","(158.74, 229.77)","(492.57, 250.33)","(536.81, 352.08)","(174.72, 156.88)",,,"(125.96, 342.86)",,,,,"(292.51, 261.37)",,"(148.70, 350.45)","(57.02, 58.73)","(278.98, 301.95)",,"(42.20, 321.69)","(296.87, 348.57)",,"(406.73, 347.93)",,,"(414.51, 293.23)","(139.02, 350.04)","(17.31, 347.92)","(396.21, 349.91)",,"(636.62, 347.02)","(634.20, 350.59)",,,"(396.86, 216.96)",,"(616.87, 352.19)",,,,"(559.74, 266.98)",,,"(281.04, 347.81)",,"(258.73, 349.13)",,,,,,,"(9.19, 256.32)",,,,"(386.57, 186.99)","(510.53, 350.13)",,,,,,"(10.40, 348.44)",,,,,,,,,,,,,,,,,,,,,,,,,,
62,"(521.51, 350.52)","(520.14, 316.69)",,,"(57.63, 205.45)","(158.27, 229.05)","(492.63, 249.87)","(536.36, 352.09)","(173.40, 154.98)",,,"(125.91, 342.99)",,,,,"(292.73, 260.74)",,"(148.81, 350.54)","(58.78, 58.05)","(276.96, 301.75)",,"(44.17, 321.29)","(296.98, 348.70)",,"(409.36, 350.46)",,,"(416.20, 291.15)","(139.17, 349.97)","(17.26, 347.83)","(396.37, 349.64)",,"(636.43, 347.09)","(634.54, 350.64)",,,"(395.80, 216.11)",,"(616.79, 352.20)",,,,"(559.82, 266.62)",,,"(281.39, 347.48)",,"(258.59, 349.16)",,,,,,,"(9.23, 253.51)","(653.79, 350.26)",,,"(385.90, 185.46)","(510.25, 350.14)",,,,,,"(10.64, 348.48)",,"(547.19, 84.14)",,,,,,,,,,,,,,,,,,,,,,,,
63,"(521.44, 350.50)","(520.14, 316.06)",,,"(57.61, 203.24)","(157.98, 228.00)","(492.88, 249.24)","(535.04, 351.98)","(171.72, 153.37)",,,"(125.87, 343.00)",,,,,"(283.97, 246.14)",,"(148.77, 350.55)","(60.22, 56.98)","(275.84, 301.50)",,"(45.72, 321.04)","(296.48, 349.32)",,"(413.40, 351.60)",,,"(417.05, 288.76)","(139.19, 349.96)","(17.25, 347.89)","(396.29, 349.49)",,,"(634.84, 350.30)",,,"(394.81, 214.97)",,"(617.43, 352.10)",,,,"(559.68, 266.04)",,,"(281.05, 347.68)",,"(258.59, 349.25)",,,,,,,"(9.19, 250.84)","(654.31, 350.28)",,,"(385.91, 183.82)","(510.38, 349.96)",,,,,,"(10.63, 348.28)",,"(547.17, 84.13)",,,,,,,,,,,,,,,,,,,,,,,,
64,"(521.42, 350.56)","(519.98, 315.42)",,,"(57.51, 200.81)","(157.83, 226.66)","(492.66, 247.77)","(534.11, 351.75)","(170.17, 152.13)",,,"(125.82, 342.84)",,,,,"(292.72, 222.11)",,"(148.90, 350.57)","(61.78, 55.74)","(273.73, 301.19)",,"(46.79, 320.78)","(296.36, 349.24)",,"(417.77, 351.02)",,,"(418.57, 286.80)","(139.21, 349.94)","(17.11, 347.95)","(395.94, 347.32)",,,"(634.82, 350.24)",,,"(394.32, 214.32)",,"(617.81, 352.11)",,,,"(559.63, 265.80)",,,"(281.48, 347.35)",,"(258.58, 349.26)",,,,,,,"(9.09, 248.67)","(654.98, 350.38)",,,"(385.43, 181.65)","(509.76, 349.96)",,,,,,"(10.57, 348.07)",,"(547.05, 83.58)",,,,,,,,,,,,,,,,,,,,,,,,
65,"(521.60, 350.62)","(519.63, 314.52)",,,"(57.66, 198.72)","(157.14, 225.63)","(492.64, 246.64)","(532.55, 351.60)","(168.64, 150.42)",,,"(125.77, 342.83)",,,,,"(295.17, 228.70)",,"(148.47, 350.40)","(63.55, 54.34)","(271.99, 300.47)",,"(48.22, 320.60)","(296.56, 349.27)",,"(416.55, 350.87)",,,"(419.58, 285.28)","(139.15, 349.83)","(17.09, 347.81)","(384.44, 338.20)",,,"(634.85, 350.10)",,,"(393.90, 214.07)",,"(618.90, 351.95)",,,,"(559.65, 265.60)",,,"(282.50, 346.85)",,"(258.70, 349.31)",,,,,,,"(8.91, 247.09)","(655.53, 350.42)",,,"(385.05, 180.21)","(509.51, 349.93)",,,,,,"(10.57, 348.28)",,"(547.05, 83.54)","(8.66, 260.06)",,,,,,,,,,,,,,,,,,,,,,,
