frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id66,id67,id68,id69,id70,id71,id75,id77,id98,id105,id110,id111,id113,id116,id119,id122,id123,id124,id132,id133,id134,id135,id136,id142,id154,id155,id157,id158,id159,id161,id162,id163,id164,id165,id166,id168,id171,id172,id173,id175,id177,id182,id183,id184,id188,id189,id190,id191,id194,id195,id196,id197,id212,id217,id223,id225,id226,id227,id229,id235,id236,id237,id246,id247,id248,id249,id253,id254,id259,id262,id266,id267,id269,id271,id272,id278,id280,id281,id282,id283,id288,id292,id294,id296,id297,id298,id309,id318,id324,id328,id343,id346,id349,id354,id356,id376,id379,id383,id394,id395,id402,id405,id407,id411,id413,id414,id415,id417,id420,id431,id438,id441,id443,id445,id448,id450,id453,id454,id458,id463,id464,id466,id467,id471,id475,id476,id489,id490,id499,id507,id509,id510,id513,id525,id526,id528,id530,id532,id534,id538,id544,id545,id549,id552,id559
25,"(39.48, 261.08)",,"(52.64, 229.44)","(144.33, 235.49)",,,,"(248.66, 349.19)","(665.74, 274.15)","(615.96, 349.27)",,,,,,,"(530.11, 346.78)","(34.67, 346.29)","(632.04, 346.63)","(507.11, 351.25)",,,,,,"(402.33, 347.47)",,"(177.49, 350.26)","(254.18, 348.41)",,,"(171.26, 348.81)","(126.66, 349.05)",,,"(169.51, 328.59)",,,,,,,,,,"(275.44, 347.20)",,,,,,"(645.01, 328.43)",,"(298.85, 266.18)",,,,,,,,,,"(513.67, 351.35)","(19.46, 348.61)",,"(279.39, 351.01)","(615.86, 348.99)",,,,"(612.70, 291.88)","(392.92, 347.76)",,,,"(632.86, 352.85)","(69.53, 146.02)",,"(175.47, 349.75)",,"(511.61, 351.60)",,,,"(14.10, 339.77)","(650.93, 238.67)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"(39.75, 258.84)",,"(52.01, 227.11)","(141.55, 233.54)",,,,,"(666.49, 271.94)","(616.07, 349.28)",,,,,,,"(530.18, 346.78)","(33.98, 346.17)","(632.09, 346.63)","(506.99, 351.36)",,,,,,"(402.65, 347.49)",,"(177.95, 350.42)","(250.94, 349.18)",,,"(170.91, 348.46)","(126.28, 349.19)",,,"(169.02, 328.53)",,,,,,,,,,"(273.35, 346.82)",,,,,,"(644.55, 328.09)",,"(299.56, 264.82)",,,,,,,,,,"(513.86, 351.81)","(19.39, 348.72)",,"(278.64, 350.68)","(615.68, 348.93)",,,,"(612.91, 289.48)","(392.92, 347.62)",,,,"(632.83, 352.88)","(69.72, 143.50)",,"(176.06, 349.91)",,"(511.24, 351.80)",,,,"(14.17, 338.00)","(650.72, 236.78)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"(39.98, 256.83)",,"(51.86, 224.76)","(139.31, 231.49)",,,,,"(666.57, 269.57)","(616.35, 349.25)",,,,,,,"(530.04, 346.98)","(33.34, 346.10)","(632.05, 346.76)","(506.83, 351.48)",,,,,,"(403.07, 347.56)",,"(177.89, 350.32)","(250.82, 349.54)",,,"(171.09, 348.68)","(126.31, 349.39)",,,"(168.73, 328.62)",,,,,,,,,,"(272.98, 346.45)",,,,,,"(644.60, 327.79)",,"(300.52, 262.55)",,,,,,,,,,"(512.96, 352.92)","(18.60, 348.92)",,"(278.21, 350.57)",,,,,"(613.30, 287.61)","(393.25, 347.35)",,,,"(632.69, 353.18)","(69.70, 141.78)",,"(174.76, 349.61)",,,,,,"(14.74, 335.30)","(650.13, 234.63)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"(40.27, 254.90)",,"(51.31, 222.91)","(137.36, 229.40)",,,,,"(667.16, 267.59)","(615.85, 349.24)",,,,,,,"(531.39, 346.62)","(32.18, 345.95)","(632.01, 346.79)","(506.41, 351.61)",,,,,,"(403.04, 347.48)",,"(178.08, 350.24)","(251.42, 349.18)",,,"(171.32, 348.94)","(126.88, 349.54)",,,"(168.25, 328.45)",,,,,,,,,,"(271.90, 345.95)",,,,,,"(644.43, 327.30)",,"(301.56, 260.37)",,,,,,,,,,"(513.33, 351.93)","(17.93, 348.76)",,"(277.53, 349.97)",,,,,"(613.64, 285.91)","(393.51, 347.13)",,,,"(632.65, 353.22)","(69.64, 140.15)","(21.71, 348.39)",,,,,,,"(14.64, 332.67)","(650.41, 231.75)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"(40.42, 252.85)",,"(50.75, 220.07)","(135.39, 227.90)",,,,,"(667.30, 265.59)","(615.85, 349.26)",,,,,,,"(531.58, 346.74)","(31.02, 345.97)","(631.90, 346.96)","(505.56, 351.17)","(270.50, 350.01)",,,,,"(403.17, 347.35)",,"(178.12, 350.24)","(251.55, 348.83)",,,"(170.73, 348.85)","(127.02, 349.47)",,,"(168.13, 328.28)",,,,,,,,"(144.93, 349.20)","(17.93, 348.96)","(270.85, 346.74)",,,,,,"(644.09, 326.73)",,"(302.81, 258.28)",,,,,,,,,,"(513.40, 352.04)","(17.67, 348.84)",,,,,,,"(613.85, 284.80)","(393.68, 347.08)",,,,"(632.61, 352.94)","(69.14, 137.69)","(21.75, 348.23)",,,,,,,"(14.28, 330.11)","(650.47, 229.46)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"(40.67, 251.21)",,"(50.34, 217.95)","(133.89, 226.80)",,,,,"(667.43, 263.16)","(615.72, 349.31)",,,,,,,"(530.79, 346.64)","(28.96, 346.03)","(632.19, 347.09)","(501.32, 351.23)","(268.22, 350.23)",,,,,"(403.12, 347.31)",,"(178.21, 350.27)","(252.03, 348.42)",,,"(170.93, 348.83)","(127.65, 349.77)",,,"(167.97, 328.47)",,,,,,,,"(144.77, 349.29)","(18.30, 348.74)","(269.86, 346.82)",,,,,,"(644.08, 325.57)",,"(303.00, 256.11)",,,,,,,,,,"(514.05, 352.27)","(17.82, 348.98)",,,,,,,"(614.39, 283.58)","(393.63, 347.21)",,,,"(632.47, 353.11)","(68.87, 135.76)","(21.55, 348.25)",,,,,,,"(14.18, 327.51)","(650.46, 227.25)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"(41.59, 249.43)",,"(49.74, 215.26)","(132.17, 225.25)",,,,,"(668.24, 261.33)","(615.92, 349.45)",,,,,,,"(530.54, 346.89)","(27.33, 346.38)","(632.22, 347.14)","(506.35, 351.69)","(264.18, 350.41)",,,,,"(403.49, 347.26)",,"(178.16, 350.22)",,,,"(170.27, 348.60)","(128.02, 349.71)",,,"(168.18, 328.27)",,,,,,,,"(144.41, 349.24)","(18.49, 348.71)","(269.34, 346.90)","(152.24, 348.61)",,,,,"(643.99, 325.02)",,"(304.11, 253.80)",,,,,,,,,,"(513.77, 352.12)",,,,,,,,"(614.75, 282.66)","(393.66, 347.21)",,,,"(632.32, 352.94)","(68.40, 133.47)","(21.30, 348.34)",,,"(507.40, 351.77)",,,,"(13.83, 324.73)","(650.77, 225.02)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"(41.62, 247.36)",,"(49.75, 212.45)","(130.48, 223.49)",,,,,"(668.24, 259.05)","(615.78, 349.44)",,,,,,,"(530.88, 346.63)","(26.73, 346.59)","(632.13, 347.21)","(507.09, 351.64)","(266.60, 350.26)",,,,,"(403.33, 347.23)",,"(178.16, 350.25)",,,,"(170.33, 349.13)","(127.74, 349.92)",,,"(168.21, 328.36)",,"(510.48, 352.03)","(510.07, 351.70)",,,,,,"(18.26, 348.83)","(269.52, 346.57)","(152.56, 348.41)",,,,,"(643.68, 324.68)",,"(304.40, 251.19)",,,,,,,,,,"(513.70, 352.17)",,,,,,,,"(614.83, 282.48)","(393.43, 347.20)",,,,"(632.36, 353.15)","(66.93, 131.61)","(21.25, 348.41)",,,"(507.65, 351.82)",,,,"(13.36, 321.08)","(650.40, 222.13)",,"(500.46, 351.35)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"(41.64, 245.35)",,"(49.08, 210.02)","(129.18, 222.04)",,,,,"(668.93, 256.95)","(615.76, 349.51)",,,,,,,"(531.09, 346.69)","(27.15, 346.37)","(632.19, 347.19)","(507.33, 351.59)","(264.32, 350.42)",,,,,"(403.50, 347.21)",,"(178.92, 350.26)",,,,"(169.81, 349.32)","(126.29, 349.78)",,"(424.35, 350.90)","(168.26, 328.37)",,"(510.37, 352.06)","(510.35, 351.73)",,,,,,"(18.64, 348.71)","(269.78, 346.92)","(152.40, 348.29)",,,,,"(643.48, 324.00)",,"(305.28, 248.99)",,,,,,,,,,"(514.08, 352.03)",,,,,,,,"(614.86, 282.48)","(393.40, 347.22)",,,,"(632.44, 353.18)","(65.91, 129.30)","(20.67, 348.82)",,,"(507.53, 351.82)",,,,"(13.10, 317.99)","(650.96, 219.09)",,"(500.48, 351.35)","(542.17, 349.13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"(42.42, 243.49)",,"(49.04, 206.87)","(127.62, 220.26)",,,,,"(669.02, 254.67)","(615.94, 349.52)",,,,,,,"(531.58, 347.26)","(28.60, 346.33)","(632.27, 347.29)","(506.84, 351.82)","(262.88, 350.12)",,,,,"(403.46, 347.25)",,"(178.43, 350.08)",,,,"(169.61, 349.00)","(126.39, 349.74)",,"(424.63, 350.97)","(168.18, 328.50)",,"(510.79, 352.14)","(509.25, 351.94)",,,,,,"(18.42, 348.81)","(269.58, 346.71)","(151.68, 348.45)",,,,,"(643.29, 323.11)",,"(305.93, 246.49)",,,,,,,,,,"(514.09, 351.94)",,,,,,,,"(614.86, 282.50)","(393.23, 347.37)",,,,"(632.45, 353.60)","(64.97, 127.47)","(18.73, 349.31)",,,"(506.32, 351.83)",,,,"(12.59, 314.92)","(650.59, 215.97)",,"(500.83, 351.54)","(542.23, 349.17)",,"(258.30, 350.22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"(42.08, 241.18)",,"(48.57, 204.44)","(126.39, 218.93)",,,,,"(669.34, 251.93)","(615.88, 349.51)",,,,,,,"(531.22, 347.95)","(28.63, 346.30)","(632.35, 347.36)","(506.21, 351.77)","(261.63, 350.60)",,,,,"(403.46, 347.20)",,"(178.44, 350.09)",,,,"(169.23, 348.76)","(126.33, 349.80)","(21.71, 348.26)","(424.66, 350.86)","(168.18, 328.47)",,"(508.84, 351.75)","(508.69, 351.68)",,,,,,"(18.17, 348.85)","(269.58, 346.25)","(151.68, 348.30)",,,,,"(643.06, 321.80)",,"(305.89, 243.92)",,,,,,,,,,"(514.88, 351.61)","(16.83, 349.77)",,,,,,,"(614.58, 282.24)","(393.02, 347.51)",,,,"(632.26, 354.16)","(64.14, 126.15)","(19.57, 349.02)",,,"(504.48, 351.81)",,,,"(12.55, 311.99)","(650.65, 213.32)",,"(499.75, 351.31)","(542.04, 349.23)",,"(257.36, 350.28)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"(42.08, 239.55)",,"(48.32, 202.14)","(125.94, 217.90)",,,,,"(669.77, 249.73)","(616.16, 349.65)",,,,,,,"(530.90, 348.09)","(27.74, 346.18)","(632.32, 347.41)","(506.30, 351.65)","(261.07, 350.77)",,,,,"(403.45, 347.30)",,"(178.36, 350.11)","(256.49, 351.21)",,,"(168.61, 348.40)","(126.25, 349.80)","(21.57, 348.26)","(424.56, 350.87)","(168.16, 328.42)",,"(509.06, 351.83)","(508.02, 352.04)",,,,,,"(17.77, 349.01)","(269.56, 345.83)","(151.36, 347.89)","(139.38, 349.22)",,,,"(642.77, 321.01)",,"(306.43, 241.88)",,,,,,,,,,"(515.12, 351.59)",,,,,,,,"(614.22, 281.53)","(393.00, 347.50)",,,,"(632.16, 354.37)","(63.11, 124.65)","(20.04, 348.93)",,,"(504.39, 351.90)",,,"(511.31, 351.71)","(12.58, 317.98)","(649.83, 210.28)",,"(499.67, 351.27)","(541.82, 349.23)",,"(257.01, 350.41)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"(42.78, 237.69)",,"(48.24, 199.10)","(126.13, 217.63)",,,,,"(670.11, 247.99)","(616.30, 349.75)",,,,,,,"(530.59, 348.55)","(27.76, 346.49)","(632.51, 347.57)","(506.25, 351.62)","(259.43, 350.66)",,,,,"(403.36, 347.32)",,"(178.37, 350.16)",,,,"(168.21, 348.39)","(126.45, 349.87)","(23.12, 348.65)","(424.52, 350.86)","(168.12, 328.42)",,"(508.84, 351.79)","(507.79, 352.11)",,,,,,"(18.52, 348.90)","(269.21, 345.29)","(151.65, 347.61)",,,,,"(642.51, 320.59)",,"(306.42, 239.40)",,,,,,,,,,"(515.12, 351.53)",,,,,,,,"(614.14, 279.98)","(392.87, 347.40)",,,,"(632.44, 354.36)","(62.38, 123.78)",,,,"(504.64, 351.92)",,,"(512.83, 351.51)",,"(649.82, 207.15)",,"(499.83, 351.29)","(541.82, 349.23)",,"(257.03, 350.81)","(266.33, 350.65)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"(42.81, 235.63)",,"(47.31, 196.42)","(126.07, 217.70)",,,,,"(670.35, 245.82)","(616.40, 349.58)",,,,,,,"(530.64, 348.99)","(28.17, 346.52)","(632.48, 347.59)","(505.41, 351.70)","(257.93, 350.29)",,,,,"(403.62, 347.28)",,"(178.31, 350.17)",,,,"(168.13, 348.33)","(126.47, 349.86)","(21.55, 348.28)","(424.62, 350.86)","(167.84, 328.18)",,"(508.57, 351.67)","(507.92, 351.79)",,,,,,"(18.15, 349.05)","(268.84, 345.35)","(152.49, 347.32)",,,,,"(642.20, 319.94)",,"(306.80, 236.82)",,,,,,,,,,"(515.44, 351.47)",,,,"(615.89, 349.39)",,,,"(613.75, 278.15)","(392.60, 347.19)",,,,"(632.44, 354.29)","(61.98, 123.45)",,,,"(503.88, 351.83)",,,"(515.51, 351.12)",,"(648.69, 203.92)",,"(499.85, 351.29)","(541.65, 349.27)",,"(256.95, 350.80)","(266.12, 350.66)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"(43.01, 233.70)",,"(47.36, 193.67)","(126.02, 217.65)",,,,,"(670.56, 244.59)","(616.38, 349.66)",,,,,,,"(530.39, 348.74)","(28.15, 346.55)","(632.47, 347.52)","(505.38, 351.81)","(260.88, 350.78)",,,,,"(403.98, 347.27)",,"(178.33, 350.16)",,,,"(167.78, 348.26)","(126.68, 349.79)","(21.43, 348.07)","(424.63, 350.83)","(167.83, 328.22)",,,"(507.62, 351.72)",,,"(143.25, 347.20)",,,"(18.15, 348.92)","(268.01, 345.94)","(154.10, 347.37)",,,,,"(641.95, 318.87)",,"(306.63, 233.81)",,,,,,,,,,"(516.02, 351.26)",,,,"(615.77, 349.45)",,,,"(613.29, 276.22)","(392.42, 347.13)",,,,"(632.50, 354.32)","(61.61, 123.18)",,,,,,,,,"(648.00, 201.05)",,"(499.85, 351.21)","(541.52, 349.42)",,"(257.05, 351.24)","(266.83, 351.11)","(262.46, 349.17)","(262.03, 349.66)",,"(264.14, 349.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"(43.55, 231.27)",,"(47.10, 191.52)","(125.95, 217.62)",,,,,"(671.31, 243.11)","(616.43, 349.68)",,,,,,,"(529.80, 349.57)","(27.34, 346.48)","(632.53, 347.58)","(505.30, 351.68)",,,,,,"(403.99, 347.16)",,"(178.31, 350.21)",,,,"(167.81, 348.38)","(127.44, 349.75)","(21.90, 348.58)","(424.39, 350.95)","(168.23, 328.47)",,,"(507.20, 351.70)",,,"(145.77, 346.86)",,,"(18.85, 348.95)","(267.76, 346.02)","(155.05, 347.51)",,,,,"(641.68, 317.89)",,"(306.47, 231.44)",,,,,,,,,,"(516.25, 351.11)","(14.08, 348.73)",,,"(615.82, 349.57)",,,,"(612.78, 274.22)","(392.37, 347.16)",,,,"(632.63, 354.29)","(61.44, 122.94)",,,,,,,,,"(647.71, 198.55)",,"(500.13, 351.26)","(541.25, 349.55)",,"(257.29, 351.28)","(267.64, 351.61)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"(43.54, 228.99)",,"(46.79, 189.57)","(126.08, 217.74)",,,,,"(671.25, 241.44)","(616.25, 349.68)",,,,,,,"(528.75, 349.49)","(24.78, 347.10)","(632.48, 347.52)",,,,,,,"(403.88, 346.84)",,"(178.29, 350.24)","(260.56, 351.63)",,,"(167.38, 348.53)","(127.15, 349.80)","(20.47, 348.98)","(424.74, 351.52)","(168.05, 328.34)",,,"(507.33, 351.44)",,,"(147.03, 346.07)",,,"(18.93, 348.84)","(268.05, 346.08)","(155.68, 347.21)",,,,,"(641.32, 317.34)",,"(306.27, 229.27)",,,,,,,,,,"(518.32, 350.73)","(14.58, 348.73)",,,"(615.61, 349.56)",,,,"(612.22, 272.17)","(392.27, 347.10)",,,,"(632.65, 354.27)","(61.09, 122.36)",,,,,,,,,"(647.31, 195.77)",,,"(541.01, 349.54)",,"(257.36, 351.24)","(267.95, 351.69)",,,,,,"(526.45, 349.60)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"(43.99, 226.92)",,"(47.24, 186.72)","(125.88, 217.79)",,,,,"(671.44, 239.86)","(616.26, 349.64)",,,,,,,"(527.53, 349.96)","(23.23, 348.14)","(632.45, 347.47)",,,,,,,"(404.71, 346.80)",,"(178.29, 350.29)",,,,"(166.74, 348.48)","(127.16, 349.78)",,"(425.17, 351.75)","(167.96, 328.23)",,,"(507.19, 351.19)",,,"(147.84, 345.74)",,,"(19.65, 348.68)","(268.08, 346.43)","(157.67, 347.46)",,,,,"(641.11, 316.47)",,"(306.06, 226.24)",,,,,,,,,,"(518.50, 350.78)","(14.67, 348.43)",,,"(615.56, 349.52)",,,,"(611.78, 269.84)",,,,,"(632.63, 354.27)","(60.37, 120.86)",,,,,,,,,"(647.82, 192.90)",,,"(540.88, 349.43)",,"(257.42, 351.28)","(268.18, 351.94)",,,,,,"(522.68, 350.38)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"(44.69, 224.75)",,"(46.77, 184.57)","(125.82, 217.78)",,,,,"(671.59, 238.67)","(616.22, 349.66)",,,,,,,"(526.27, 350.11)",,"(632.55, 347.42)",,,,,,,"(404.77, 346.53)",,"(178.28, 350.30)",,,,"(166.57, 348.67)","(127.41, 349.69)",,"(425.96, 351.62)","(167.85, 328.05)",,,"(506.67, 350.58)",,,"(149.43, 345.52)",,,,"(267.95, 346.53)","(157.50, 347.45)",,,,,"(640.67, 315.43)",,"(306.13, 223.69)",,,,,"(155.27, 346.31)",,,,,"(513.78, 351.26)","(14.46, 348.36)",,,"(615.69, 349.62)",,,,"(611.25, 267.42)",,,,,"(632.64, 354.60)","(59.96, 119.21)",,,"(164.23, 348.14)",,,,,,"(648.48, 189.82)",,,"(540.78, 349.40)",,"(257.34, 351.38)","(268.37, 352.33)",,,,,,"(520.89, 350.80)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"(44.71, 222.10)",,"(46.74, 183.22)","(125.83, 217.73)",,,,,"(671.54, 237.52)","(615.99, 349.74)",,,,,,,,,"(632.91, 347.64)","(505.16, 351.04)",,,,,,"(405.10, 346.39)",,"(178.16, 350.30)",,,,"(166.79, 348.97)","(127.69, 349.73)",,"(426.54, 351.44)","(167.81, 328.30)",,,"(506.45, 350.43)",,,"(150.36, 345.20)",,,,"(268.03, 346.12)","(156.83, 347.31)",,,,,"(640.33, 314.14)",,"(305.69, 221.27)",,,,,"(154.82, 346.99)",,"(521.11, 350.65)",,,"(511.12, 351.35)","(15.12, 348.82)",,,,"(490.94, 350.33)",,,"(610.61, 266.00)",,,,,"(632.99, 354.93)","(58.92, 116.89)",,,"(163.30, 348.23)",,"(510.68, 351.08)",,"(516.90, 350.92)",,"(649.42, 187.02)",,,"(540.51, 349.50)",,"(257.28, 351.39)","(268.33, 352.29)",,,,,,"(517.80, 350.87)",,"(169.30, 349.01)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"(45.49, 219.66)",,"(46.65, 182.35)","(125.84, 217.70)",,,"(523.40, 350.53)",,"(671.40, 236.98)","(615.86, 349.75)",,,,,,,,,"(632.92, 347.77)","(506.19, 350.28)",,,,,,"(405.36, 346.37)",,"(178.02, 350.24)",,,,,"(127.49, 349.67)",,"(426.60, 351.37)","(167.88, 328.49)",,,"(506.24, 349.83)",,,"(150.57, 345.08)",,,,"(267.81, 345.50)",,,,,,"(640.08, 313.59)",,"(305.92, 219.09)",,,,,"(154.64, 346.89)",,"(520.13, 350.92)",,,"(512.39, 350.73)","(14.58, 348.69)",,,,"(490.83, 350.37)",,,"(610.23, 263.60)",,,,,"(632.95, 354.88)","(58.24, 114.44)",,,"(163.49, 348.05)",,"(509.59, 351.53)",,"(518.87, 350.90)",,"(649.82, 184.29)",,,"(540.43, 349.52)",,"(257.66, 350.62)",,,,,,,,,"(168.50, 348.87)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"(45.69, 217.30)",,"(46.54, 181.60)","(125.91, 217.66)",,,,,"(671.28, 236.86)","(616.00, 349.78)",,,,,,,,,"(633.07, 347.61)","(505.90, 349.98)",,,,,,"(405.58, 346.46)",,"(178.35, 350.22)",,,,,"(126.98, 349.41)",,"(425.18, 351.66)","(167.75, 328.34)",,,,,,"(151.08, 345.37)",,,"(20.04, 348.25)","(269.34, 344.04)",,,,,,"(639.82, 313.02)",,"(305.61, 216.56)",,,,,,,"(521.04, 350.61)",,,,"(15.75, 348.52)",,,,"(491.02, 350.02)",,,"(609.68, 261.63)",,,,,"(632.92, 354.86)","(57.26, 111.64)",,,"(162.78, 347.50)",,,,,,"(651.03, 181.71)",,,"(540.16, 349.62)",,"(258.21, 350.63)",,,,,,,,,"(163.23, 347.48)",,,"(147.96, 344.78)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"(46.31, 215.31)",,"(46.60, 179.65)","(125.92, 217.70)",,,,,"(671.44, 236.73)","(615.91, 349.78)",,,,,,,,,"(633.08, 347.68)","(505.47, 349.57)",,,,,,"(404.93, 347.00)",,"(178.37, 350.32)",,,,,,,"(426.97, 351.32)","(167.74, 328.27)",,,,,,"(151.08, 345.34)",,,"(20.23, 348.42)","(269.70, 343.46)",,,,,,"(639.50, 312.15)",,"(305.35, 213.59)",,,,,,,,,,,"(15.67, 348.46)",,,,"(491.69, 350.47)",,,"(609.31, 259.85)",,,,,"(632.90, 354.81)","(56.39, 109.31)",,,,,,,,,"(651.84, 178.79)",,,"(540.31, 349.63)",,"(258.07, 350.70)",,,,,,,,,"(163.61, 347.11)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"(47.34, 213.21)",,"(46.32, 177.29)","(125.96, 217.52)",,,,,"(671.69, 236.46)","(615.45, 349.71)",,,"(11.15, 347.29)",,,,,,"(633.06, 347.63)",,,,,,,"(402.72, 348.00)",,"(177.95, 350.48)",,,,"(166.09, 346.86)",,,"(426.61, 351.23)","(167.65, 328.31)",,,,,,"(150.71, 345.28)",,,"(20.10, 348.29)","(270.14, 342.75)",,,,,,"(639.13, 311.43)",,"(305.43, 211.13)",,,,,,,,,,,,,,"(615.63, 349.58)","(492.23, 351.06)",,,"(608.99, 257.91)",,,,,"(632.97, 354.73)","(55.19, 106.39)",,,,,,,,,"(652.72, 175.71)",,,"(540.06, 349.74)",,"(258.12, 350.77)",,,,,,,,,,,"(492.01, 350.63)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
